COUNT_DATE,STORE_CODE,LSP_CODE,QTY_ON_HAND
27/07/2025,LS02,LSP-0001,33
27/07/2025,LS02,LSP-0002,111
27/07/2025,LS02,LSP-0003,130
27/07/2025,LS02,LSP-0004,53
27/07/2025,LS02,LSP-0005,65
27/07/2025,LS02,LSP-0006,42
27/07/2025,LS02,LSP-0007,136
27/07/2025,LS02,LSP-0008,84
27/07/2025,LS02,LSP-0009,26
27/07/2025,LS02,LSP-0010,70
27/07/2025,LS02,LSP-0011,74
27/07/2025,LS02,LSP-0012,74
27/07/2025,LS02,LSP-0013,77
27/07/2025,LS02,LSP-0014,42
27/07/2025,LS02,LSP-0015,17
27/07/2025,LS02,LSP-0016,7
27/07/2025,LS02,LSP-0017,109
27/07/2025,LS02,LSP-0018,87
27/07/2025,LS02,LSP-0019,43
27/07/2025,LS02,LSP-0020,81
27/07/2025,LS02,LSP-0021,59
27/07/2025,LS02,LSP-0022,76
27/07/2025,LS02,LSP-0023,90
27/07/2025,LS02,LSP-0024,66
27/07/2025,LS02,LSP-0025,80
27/07/2025,LS02,LSP-0026,100
27/07/2025,LS02,LSP-0027,81
27/07/2025,LS02,LSP-0028,107
27/07/2025,LS02,LSP-0029,36
27/07/2025,LS02,LSP-0030,72
27/07/2025,LS02,LSP-0031,85
27/07/2025,LS02,LSP-0032,146
27/07/2025,LS02,LSP-0033,5
27/07/2025,LS02,LSP-0034,84
27/07/2025,LS02,LSP-0035,36
27/07/2025,LS02,LSP-0036,140
27/07/2025,LS02,LSP-0037,109
27/07/2025,LS02,LSP-0038,132
27/07/2025,LS02,LSP-0039,60
27/07/2025,LS02,LSP-0040,48
27/07/2025,LS02,LSP-0041,47
27/07/2025,LS02,LSP-0042,97
27/07/2025,LS02,LSP-0043,46
27/07/2025,LS02,LSP-0044,24
27/07/2025,LS02,LSP-0045,51
27/07/2025,LS02,LSP-0046,36
27/07/2025,LS02,LSP-0047,8
27/07/2025,LS02,LSP-0048,16
27/07/2025,LS02,LSP-0049,44
27/07/2025,LS02,LSP-0050,91
27/07/2025,LS02,LSP-0051,111
27/07/2025,LS02,LSP-0052,108
27/07/2025,LS02,LSP-0053,85
27/07/2025,LS02,LSP-0054,102
27/07/2025,LS02,LSP-0055,55
27/07/2025,LS02,LSP-0056,50
27/07/2025,LS02,LSP-0057,9
27/07/2025,LS02,LSP-0058,97
27/07/2025,LS02,LSP-0059,93
27/07/2025,LS02,LSP-0060,66
27/07/2025,LS03,LSP-0001,27
27/07/2025,LS03,LSP-0002,154
27/07/2025,LS03,LSP-0003,104
27/07/2025,LS03,LSP-0004,103
27/07/2025,LS03,LSP-0005,78
27/07/2025,LS03,LSP-0006,35
27/07/2025,LS03,LSP-0007,76
27/07/2025,LS03,LSP-0008,39
27/07/2025,LS03,LSP-0009,55
27/07/2025,LS03,LSP-0010,62
27/07/2025,LS03,LSP-0011,59
27/07/2025,LS03,LSP-0012,120
27/07/2025,LS03,LSP-0013,142
27/07/2025,LS03,LSP-0014,122
27/07/2025,LS03,LSP-0015,30
27/07/2025,LS03,LSP-0016,121
27/07/2025,LS03,LSP-0017,48
27/07/2025,LS03,LSP-0018,77
27/07/2025,LS03,LSP-0019,50
27/07/2025,LS03,LSP-0020,69
27/07/2025,LS03,LSP-0021,12
27/07/2025,LS03,LSP-0022,3
27/07/2025,LS03,LSP-0023,115
27/07/2025,LS03,LSP-0024,65
27/07/2025,LS03,LSP-0025,109
27/07/2025,LS03,LSP-0026,54
27/07/2025,LS03,LSP-0027,66
27/07/2025,LS03,LSP-0028,31
27/07/2025,LS03,LSP-0029,29
27/07/2025,LS03,LSP-0030,14
27/07/2025,LS03,LSP-0031,51
27/07/2025,LS03,LSP-0032,75
27/07/2025,LS03,LSP-0033,113
27/07/2025,LS03,LSP-0034,63
27/07/2025,LS03,LSP-0035,17
27/07/2025,LS03,LSP-0036,115
27/07/2025,LS03,LSP-0037,89
27/07/2025,LS03,LSP-0038,12
27/07/2025,LS03,LSP-0039,108
27/07/2025,LS03,LSP-0040,122
27/07/2025,LS03,LSP-0041,55
27/07/2025,LS03,LSP-0042,118
27/07/2025,LS03,LSP-0043,27
27/07/2025,LS03,LSP-0044,51
27/07/2025,LS03,LSP-0045,104
27/07/2025,LS03,LSP-0046,72
27/07/2025,LS03,LSP-0047,121
27/07/2025,LS03,LSP-0048,92
27/07/2025,LS03,LSP-0049,18
27/07/2025,LS03,LSP-0050,32
27/07/2025,LS03,LSP-0051,25
27/07/2025,LS03,LSP-0052,106
27/07/2025,LS03,LSP-0053,55
27/07/2025,LS03,LSP-0054,18
27/07/2025,LS03,LSP-0055,25
27/07/2025,LS03,LSP-0056,46
27/07/2025,LS03,LSP-0057,73
27/07/2025,LS03,LSP-0058,16
27/07/2025,LS03,LSP-0059,123
27/07/2025,LS03,LSP-0060,56
27/07/2025,LS04,LSP-0001,0
27/07/2025,LS04,LSP-0002,74
27/07/2025,LS04,LSP-0003,27
27/07/2025,LS04,LSP-0004,99
27/07/2025,LS04,LSP-0005,79
27/07/2025,LS04,LSP-0006,59
27/07/2025,LS04,LSP-0007,58
27/07/2025,LS04,LSP-0008,104
27/07/2025,LS04,LSP-0009,3
27/07/2025,LS04,LSP-0010,61
27/07/2025,LS04,LSP-0011,77
27/07/2025,LS04,LSP-0012,137
27/07/2025,LS04,LSP-0013,35
27/07/2025,LS04,LSP-0014,48
27/07/2025,LS04,LSP-0015,73
27/07/2025,LS04,LSP-0016,37
27/07/2025,LS04,LSP-0017,0
27/07/2025,LS04,LSP-0018,12
27/07/2025,LS04,LSP-0019,56
27/07/2025,LS04,LSP-0020,43
27/07/2025,LS04,LSP-0021,93
27/07/2025,LS04,LSP-0022,122
27/07/2025,LS04,LSP-0023,119
27/07/2025,LS04,LSP-0024,56
27/07/2025,LS04,LSP-0025,98
27/07/2025,LS04,LSP-0026,2
27/07/2025,LS04,LSP-0027,129
27/07/2025,LS04,LSP-0028,42
27/07/2025,LS04,LSP-0029,115
27/07/2025,LS04,LSP-0030,77
27/07/2025,LS04,LSP-0031,0
27/07/2025,LS04,LSP-0032,21
27/07/2025,LS04,LSP-0033,57
27/07/2025,LS04,LSP-0034,94
27/07/2025,LS04,LSP-0035,46
27/07/2025,LS04,LSP-0036,48
27/07/2025,LS04,LSP-0037,19
27/07/2025,LS04,LSP-0038,19
27/07/2025,LS04,LSP-0039,27
27/07/2025,LS04,LSP-0040,71
27/07/2025,LS04,LSP-0041,51
27/07/2025,LS04,LSP-0042,0
27/07/2025,LS04,LSP-0043,0
27/07/2025,LS04,LSP-0044,99
27/07/2025,LS04,LSP-0045,105
27/07/2025,LS04,LSP-0046,67
27/07/2025,LS04,LSP-0047,99
27/07/2025,LS04,LSP-0048,24
27/07/2025,LS04,LSP-0049,102
27/07/2025,LS04,LSP-0050,31
27/07/2025,LS04,LSP-0051,118
27/07/2025,LS04,LSP-0052,52
27/07/2025,LS04,LSP-0053,86
27/07/2025,LS04,LSP-0054,57
27/07/2025,LS04,LSP-0055,50
27/07/2025,LS04,LSP-0056,49
27/07/2025,LS04,LSP-0057,24
27/07/2025,LS04,LSP-0058,80
27/07/2025,LS04,LSP-0059,0
27/07/2025,LS04,LSP-0060,128
03/08/2025,LS01,LSP-0001,36
03/08/2025,LS01,LSP-0002,34
03/08/2025,LS01,LSP-0003,108
03/08/2025,LS01,LSP-0004,28
03/08/2025,LS01,LSP-0005,72
03/08/2025,LS01,LSP-0006,92
03/08/2025,LS01,LSP-0007,47
03/08/2025,LS01,LSP-0008,137
03/08/2025,LS01,LSP-0009,103
03/08/2025,LS01,LSP-0010,65
03/08/2025,LS01,LSP-0011,61
03/08/2025,LS01,LSP-0012,97
03/08/2025,LS01,LSP-0013,122
03/08/2025,LS01,LSP-0014,37
03/08/2025,LS01,LSP-0015,27
03/08/2025,LS01,LSP-0016,3
03/08/2025,LS01,LSP-0017,18
03/08/2025,LS01,LSP-0018,73
03/08/2025,LS01,LSP-0019,0
03/08/2025,LS01,LSP-0020,109
03/08/2025,LS01,LSP-0021,37
03/08/2025,LS01,LSP-0022,62
03/08/2025,LS01,LSP-0023,5
03/08/2025,LS01,LSP-0024,125
03/08/2025,LS01,LSP-0025,96
03/08/2025,LS01,LSP-0026,76
03/08/2025,LS01,LSP-0027,24
03/08/2025,LS01,LSP-0028,28
03/08/2025,LS01,LSP-0029,26
03/08/2025,LS01,LSP-0030,0
03/08/2025,LS01,LSP-0031,104
03/08/2025,LS01,LSP-0032,33
03/08/2025,LS01,LSP-0033,59
03/08/2025,LS01,LSP-0034,65
03/08/2025,LS01,LSP-0035,47
03/08/2025,LS01,LSP-0036,67
03/08/2025,LS01,LSP-0037,20
03/08/2025,LS01,LSP-0038,86
03/08/2025,LS01,LSP-0039,64
03/08/2025,LS01,LSP-0040,74
03/08/2025,LS01,LSP-0041,104
03/08/2025,LS01,LSP-0042,26
03/08/2025,LS01,LSP-0043,76
03/08/2025,LS01,LSP-0044,32
03/08/2025,LS01,LSP-0045,90
03/08/2025,LS01,LSP-0046,72
03/08/2025,LS01,LSP-0047,53
03/08/2025,LS01,LSP-0048,92
03/08/2025,LS01,LSP-0049,74
03/08/2025,LS01,LSP-0050,111
03/08/2025,LS01,LSP-0051,109
03/08/2025,LS01,LSP-0052,97
03/08/2025,LS01,LSP-0053,75
03/08/2025,LS01,LSP-0054,23
03/08/2025,LS01,LSP-0055,118
03/08/2025,LS01,LSP-0056,91
03/08/2025,LS01,LSP-0057,67
03/08/2025,LS01,LSP-0058,18
03/08/2025,LS01,LSP-0059,20
03/08/2025,LS01,LSP-0060,123
03/08/2025,LS02,LSP-0001,38
03/08/2025,LS02,LSP-0002,108
03/08/2025,LS02,LSP-0003,119
03/08/2025,LS02,LSP-0004,63
03/08/2025,LS02,LSP-0005,76
03/08/2025,LS02,LSP-0006,51
03/08/2025,LS02,LSP-0007,138
03/08/2025,LS02,LSP-0008,83
03/08/2025,LS02,LSP-0009,24
03/08/2025,LS02,LSP-0010,67
03/08/2025,LS02,LSP-0011,76
03/08/2025,LS02,LSP-0012,65
03/08/2025,LS02,LSP-0013,73
03/08/2025,LS02,LSP-0014,44
03/08/2025,LS02,LSP-0015,27
03/08/2025,LS02,LSP-0016,16
03/08/2025,LS02,LSP-0017,116
03/08/2025,LS02,LSP-0018,81
03/08/2025,LS02,LSP-0019,50
03/08/2025,LS02,LSP-0020,93
03/08/2025,LS02,LSP-0021,55
03/08/2025,LS02,LSP-0022,65
03/08/2025,LS02,LSP-0023,83
03/08/2025,LS02,LSP-0024,77
03/08/2025,LS02,LSP-0025,71
03/08/2025,LS02,LSP-0026,111
03/08/2025,LS02,LSP-0027,81
03/08/2025,LS02,LSP-0028,99
03/08/2025,LS02,LSP-0029,31
03/08/2025,LS02,LSP-0030,65
03/08/2025,LS02,LSP-0031,82
03/08/2025,LS02,LSP-0032,147
03/08/2025,LS02,LSP-0033,11
03/08/2025,LS02,LSP-0034,81
03/08/2025,LS02,LSP-0035,46
03/08/2025,LS02,LSP-0036,139
03/08/2025,LS02,LSP-0037,111
03/08/2025,LS02,LSP-0038,132
03/08/2025,LS02,LSP-0039,60
03/08/2025,LS02,LSP-0040,46
03/08/2025,LS02,LSP-0041,52
03/08/2025,LS02,LSP-0042,100
03/08/2025,LS02,LSP-0043,42
03/08/2025,LS02,LSP-0044,23
03/08/2025,LS02,LSP-0045,49
03/08/2025,LS02,LSP-0046,32
03/08/2025,LS02,LSP-0047,7
03/08/2025,LS02,LSP-0048,19
03/08/2025,LS02,LSP-0049,40
03/08/2025,LS02,LSP-0050,85
03/08/2025,LS02,LSP-0051,108
03/08/2025,LS02,LSP-0052,107
03/08/2025,LS02,LSP-0053,87
03/08/2025,LS02,LSP-0054,111
03/08/2025,LS02,LSP-0055,53
03/08/2025,LS02,LSP-0056,41
03/08/2025,LS02,LSP-0057,17
03/08/2025,LS02,LSP-0058,86
03/08/2025,LS02,LSP-0059,89
03/08/2025,LS02,LSP-0060,72
03/08/2025,LS03,LSP-0001,39
03/08/2025,LS03,LSP-0002,143
03/08/2025,LS03,LSP-0003,99
03/08/2025,LS03,LSP-0004,105
03/08/2025,LS03,LSP-0005,80
03/08/2025,LS03,LSP-0006,25
03/08/2025,LS03,LSP-0007,87
03/08/2025,LS03,LSP-0008,48
03/08/2025,LS03,LSP-0009,57
03/08/2025,LS03,LSP-0010,50
03/08/2025,LS03,LSP-0011,50
03/08/2025,LS03,LSP-0012,126
03/08/2025,LS03,LSP-0013,136
03/08/2025,LS03,LSP-0014,111
03/08/2025,LS03,LSP-0015,39
03/08/2025,LS03,LSP-0016,127
03/08/2025,LS03,LSP-0017,59
03/08/2025,LS03,LSP-0018,87
03/08/2025,LS03,LSP-0019,54
03/08/2025,LS03,LSP-0020,78
03/08/2025,LS03,LSP-0021,15
03/08/2025,LS03,LSP-0022,11
03/08/2025,LS03,LSP-0023,113
03/08/2025,LS03,LSP-0024,55
03/08/2025,LS03,LSP-0025,102
03/08/2025,LS03,LSP-0026,56
03/08/2025,LS03,LSP-0027,59
03/08/2025,LS03,LSP-0028,21
03/08/2025,LS03,LSP-0029,21
03/08/2025,LS03,LSP-0030,25
03/08/2025,LS03,LSP-0031,43
03/08/2025,LS03,LSP-0032,75
03/08/2025,LS03,LSP-0033,125
03/08/2025,LS03,LSP-0034,59
03/08/2025,LS03,LSP-0035,11
03/08/2025,LS03,LSP-0036,112
03/08/2025,LS03,LSP-0037,95
03/08/2025,LS03,LSP-0038,10
03/08/2025,LS03,LSP-0039,110
03/08/2025,LS03,LSP-0040,120
03/08/2025,LS03,LSP-0041,45
03/08/2025,LS03,LSP-0042,106
03/08/2025,LS03,LSP-0043,31
03/08/2025,LS03,LSP-0044,45
03/08/2025,LS03,LSP-0045,93
03/08/2025,LS03,LSP-0046,71
03/08/2025,LS03,LSP-0047,133
03/08/2025,LS03,LSP-0048,93
03/08/2025,LS03,LSP-0049,11
03/08/2025,LS03,LSP-0050,33
03/08/2025,LS03,LSP-0051,27
03/08/2025,LS03,LSP-0052,96
03/08/2025,LS03,LSP-0053,49
03/08/2025,LS03,LSP-0054,24
03/08/2025,LS03,LSP-0055,36
03/08/2025,LS03,LSP-0056,39
03/08/2025,LS03,LSP-0057,82
03/08/2025,LS03,LSP-0058,11
03/08/2025,LS03,LSP-0059,127
03/08/2025,LS03,LSP-0060,64
03/08/2025,LS04,LSP-0001,6
03/08/2025,LS04,LSP-0002,76
03/08/2025,LS04,LSP-0003,15
03/08/2025,LS04,LSP-0004,98
03/08/2025,LS04,LSP-0005,76
03/08/2025,LS04,LSP-0006,66
03/08/2025,LS04,LSP-0007,61
03/08/2025,LS04,LSP-0008,103
03/08/2025,LS04,LSP-0009,0
03/08/2025,LS04,LSP-0010,58
03/08/2025,LS04,LSP-0011,89
03/08/2025,LS04,LSP-0012,147
03/08/2025,LS04,LSP-0013,47
03/08/2025,LS04,LSP-0014,43
03/08/2025,LS04,LSP-0015,78
03/08/2025,LS04,LSP-0016,41
03/08/2025,LS04,LSP-0017,5
03/08/2025,LS04,LSP-0018,20
03/08/2025,LS04,LSP-0019,54
03/08/2025,LS04,LSP-0020,50
03/08/2025,LS04,LSP-0021,102
03/08/2025,LS04,LSP-0022,114
03/08/2025,LS04,LSP-0023,112
03/08/2025,LS04,LSP-0024,59
03/08/2025,LS04,LSP-0025,108
03/08/2025,LS04,LSP-0026,0
03/08/2025,LS04,LSP-0027,117
03/08/2025,LS04,LSP-0028,33
03/08/2025,LS04,LSP-0029,114
03/08/2025,LS04,LSP-0030,80
03/08/2025,LS04,LSP-0031,0
03/08/2025,LS04,LSP-0032,29
03/08/2025,LS04,LSP-0033,48
03/08/2025,LS04,LSP-0034,94
03/08/2025,LS04,LSP-0035,53
03/08/2025,LS04,LSP-0036,55
03/08/2025,LS04,LSP-0037,12
03/08/2025,LS04,LSP-0038,9
03/08/2025,LS04,LSP-0039,35
03/08/2025,LS04,LSP-0040,79
03/08/2025,LS04,LSP-0041,58
03/08/2025,LS04,LSP-0042,0
03/08/2025,LS04,LSP-0043,0
03/08/2025,LS04,LSP-0044,96
03/08/2025,LS04,LSP-0045,109
03/08/2025,LS04,LSP-0046,71
03/08/2025,LS04,LSP-0047,101
03/08/2025,LS04,LSP-0048,24
03/08/2025,LS04,LSP-0049,100
03/08/2025,LS04,LSP-0050,42
03/08/2025,LS04,LSP-0051,127
03/08/2025,LS04,LSP-0052,41
03/08/2025,LS04,LSP-0053,83
03/08/2025,LS04,LSP-0054,48
03/08/2025,LS04,LSP-0055,49
03/08/2025,LS04,LSP-0056,39
03/08/2025,LS04,LSP-0057,12
03/08/2025,LS04,LSP-0058,73
03/08/2025,LS04,LSP-0059,0
03/08/2025,LS04,LSP-0060,121
10/08/2025,LS01,LSP-0001,41
10/08/2025,LS01,LSP-0002,32
10/08/2025,LS01,LSP-0003,104
10/08/2025,LS01,LSP-0004,28
10/08/2025,LS01,LSP-0005,69
10/08/2025,LS01,LSP-0006,85
10/08/2025,LS01,LSP-0007,54
10/08/2025,LS01,LSP-0008,143
10/08/2025,LS01,LSP-0009,93
10/08/2025,LS01,LSP-0010,58
10/08/2025,LS01,LSP-0011,70
10/08/2025,LS01,LSP-0012,94
10/08/2025,LS01,LSP-0013,126
10/08/2025,LS01,LSP-0014,30
10/08/2025,LS01,LSP-0015,22
10/08/2025,LS01,LSP-0016,0
10/08/2025,LS01,LSP-0017,8
10/08/2025,LS01,LSP-0018,72
10/08/2025,LS01,LSP-0019,0
10/08/2025,LS01,LSP-0020,98
10/08/2025,LS01,LSP-0021,28
10/08/2025,LS01,LSP-0022,55
10/08/2025,LS01,LSP-0023,13
10/08/2025,LS01,LSP-0024,135
10/08/2025,LS01,LSP-0025,91
10/08/2025,LS01,LSP-0026,85
10/08/2025,LS01,LSP-0027,33
10/08/2025,LS01,LSP-0028,34
10/08/2025,LS01,LSP-0029,17
10/08/2025,LS01,LSP-0030,0
10/08/2025,LS01,LSP-0031,100
10/08/2025,LS01,LSP-0032,26
10/08/2025,LS01,LSP-0033,61
10/08/2025,LS01,LSP-0034,68
10/08/2025,LS01,LSP-0035,42
10/08/2025,LS01,LSP-0036,76
10/08/2025,LS01,LSP-0037,11
10/08/2025,LS01,LSP-0038,84
10/08/2025,LS01,LSP-0039,59
10/08/2025,LS01,LSP-0040,81
10/08/2025,LS01,LSP-0041,110
10/08/2025,LS01,LSP-0042,20
10/08/2025,LS01,LSP-0043,87
10/08/2025,LS01,LSP-0044,44
10/08/2025,LS01,LSP-0045,81
10/08/2025,LS01,LSP-0046,83
10/08/2025,LS01,LSP-0047,57
10/08/2025,LS01,LSP-0048,104
10/08/2025,LS01,LSP-0049,70
10/08/2025,LS01,LSP-0050,104
10/08/2025,LS01,LSP-0051,116
10/08/2025,LS01,LSP-0052,108
10/08/2025,LS01,LSP-0053,66
10/08/2025,LS01,LSP-0054,23
10/08/2025,LS01,LSP-0055,115
10/08/2025,LS01,LSP-0056,94
10/08/2025,LS01,LSP-0057,73
10/08/2025,LS01,LSP-0058,30
10/08/2025,LS01,LSP-0059,8
10/08/2025,LS01,LSP-0060,111
10/08/2025,LS02,LSP-0001,45
10/08/2025,LS02,LSP-0002,102
10/08/2025,LS02,LSP-0003,128
10/08/2025,LS02,LSP-0004,66
10/08/2025,LS02,LSP-0005,69
10/08/2025,LS02,LSP-0006,45
10/08/2025,LS02,LSP-0007,145
10/08/2025,LS02,LSP-0008,93
10/08/2025,LS02,LSP-0009,13
10/08/2025,LS02,LSP-0010,59
10/08/2025,LS02,LSP-0011,76
10/08/2025,LS02,LSP-0012,64
10/08/2025,LS02,LSP-0013,68
10/08/2025,LS02,LSP-0014,52
10/08/2025,LS02,LSP-0015,36
10/08/2025,LS02,LSP-0016,10
10/08/2025,LS02,LSP-0017,104
10/08/2025,LS02,LSP-0018,91
10/08/2025,LS02,LSP-0019,39
10/08/2025,LS02,LSP-0020,82
10/08/2025,LS02,LSP-0021,52
10/08/2025,LS02,LSP-0022,70
10/08/2025,LS02,LSP-0023,87
10/08/2025,LS02,LSP-0024,83
10/08/2025,LS02,LSP-0025,59
10/08/2025,LS02,LSP-0026,116
10/08/2025,LS02,LSP-0027,75
10/08/2025,LS02,LSP-0028,109
10/08/2025,LS02,LSP-0029,33
10/08/2025,LS02,LSP-0030,65
10/08/2025,LS02,LSP-0031,93
10/08/2025,LS02,LSP-0032,137
10/08/2025,LS02,LSP-0033,17
10/08/2025,LS02,LSP-0034,71
10/08/2025,LS02,LSP-0035,50
10/08/2025,LS02,LSP-0036,143
10/08/2025,LS02,LSP-0037,121
10/08/2025,LS02,LSP-0038,137
10/08/2025,LS02,LSP-0039,67
10/08/2025,LS02,LSP-0040,48
10/08/2025,LS02,LSP-0041,50
10/08/2025,LS02,LSP-0042,88
10/08/2025,LS02,LSP-0043,54
10/08/2025,LS02,LSP-0044,16
10/08/2025,LS02,LSP-0045,49
10/08/2025,LS02,LSP-0046,33
10/08/2025,LS02,LSP-0047,10
10/08/2025,LS02,LSP-0048,20
10/08/2025,LS02,LSP-0049,39
10/08/2025,LS02,LSP-0050,97
10/08/2025,LS02,LSP-0051,119
10/08/2025,LS02,LSP-0052,106
10/08/2025,LS02,LSP-0053,84
10/08/2025,LS02,LSP-0054,101
10/08/2025,LS02,LSP-0055,63
10/08/2025,LS02,LSP-0056,46
10/08/2025,LS02,LSP-0057,18
10/08/2025,LS02,LSP-0058,83
10/08/2025,LS02,LSP-0059,95
10/08/2025,LS02,LSP-0060,80
10/08/2025,LS03,LSP-0001,35
10/08/2025,LS03,LSP-0002,149
10/08/2025,LS03,LSP-0003,95
10/08/2025,LS03,LSP-0004,97
10/08/2025,LS03,LSP-0005,86
10/08/2025,LS03,LSP-0006,35
10/08/2025,LS03,LSP-0007,93
10/08/2025,LS03,LSP-0008,58
10/08/2025,LS03,LSP-0009,57
10/08/2025,LS03,LSP-0010,56
10/08/2025,LS03,LSP-0011,44
10/08/2025,LS03,LSP-0012,122
10/08/2025,LS03,LSP-0013,139
10/08/2025,LS03,LSP-0014,114
10/08/2025,LS03,LSP-0015,42
10/08/2025,LS03,LSP-0016,120
10/08/2025,LS03,LSP-0017,56
10/08/2025,LS03,LSP-0018,82
10/08/2025,LS03,LSP-0019,65
10/08/2025,LS03,LSP-0020,86
10/08/2025,LS03,LSP-0021,21
10/08/2025,LS03,LSP-0022,20
10/08/2025,LS03,LSP-0023,101
10/08/2025,LS03,LSP-0024,56
10/08/2025,LS03,LSP-0025,113
10/08/2025,LS03,LSP-0026,62
10/08/2025,LS03,LSP-0027,63
10/08/2025,LS03,LSP-0028,23
10/08/2025,LS03,LSP-0029,11
10/08/2025,LS03,LSP-0030,15
10/08/2025,LS03,LSP-0031,37
10/08/2025,LS03,LSP-0032,85
10/08/2025,LS03,LSP-0033,133
10/08/2025,LS03,LSP-0034,48
10/08/2025,LS03,LSP-0035,1
10/08/2025,LS03,LSP-0036,106
10/08/2025,LS03,LSP-0037,83
10/08/2025,LS03,LSP-0038,18
10/08/2025,LS03,LSP-0039,115
10/08/2025,LS03,LSP-0040,131
10/08/2025,LS03,LSP-0041,52
10/08/2025,LS03,LSP-0042,110
10/08/2025,LS03,LSP-0043,26
10/08/2025,LS03,LSP-0044,55
10/08/2025,LS03,LSP-0045,89
10/08/2025,LS03,LSP-0046,66
10/08/2025,LS03,LSP-0047,144
10/08/2025,LS03,LSP-0048,91
10/08/2025,LS03,LSP-0049,22
10/08/2025,LS03,LSP-0050,41
10/08/2025,LS03,LSP-0051,21
10/08/2025,LS03,LSP-0052,103
10/08/2025,LS03,LSP-0053,38
10/08/2025,LS03,LSP-0054,34
10/08/2025,LS03,LSP-0055,44
10/08/2025,LS03,LSP-0056,37
10/08/2025,LS03,LSP-0057,74
10/08/2025,LS03,LSP-0058,7
10/08/2025,LS03,LSP-0059,138
10/08/2025,LS03,LSP-0060,75
10/08/2025,LS04,LSP-0001,4
10/08/2025,LS04,LSP-0002,84
10/08/2025,LS04,LSP-0003,17
10/08/2025,LS04,LSP-0004,99
10/08/2025,LS04,LSP-0005,71
10/08/2025,LS04,LSP-0006,59
10/08/2025,LS04,LSP-0007,54
10/08/2025,LS04,LSP-0008,98
10/08/2025,LS04,LSP-0009,7
10/08/2025,LS04,LSP-0010,54
10/08/2025,LS04,LSP-0011,100
10/08/2025,LS04,LSP-0012,152
10/08/2025,LS04,LSP-0013,55
10/08/2025,LS04,LSP-0014,44
10/08/2025,LS04,LSP-0015,68
10/08/2025,LS04,LSP-0016,38
10/08/2025,LS04,LSP-0017,0
10/08/2025,LS04,LSP-0018,27
10/08/2025,LS04,LSP-0019,63
10/08/2025,LS04,LSP-0020,41
10/08/2025,LS04,LSP-0021,106
10/08/2025,LS04,LSP-0022,108
10/08/2025,LS04,LSP-0023,116
10/08/2025,LS04,LSP-0024,62
10/08/2025,LS04,LSP-0025,112
10/08/2025,LS04,LSP-0026,0
10/08/2025,LS04,LSP-0027,120
10/08/2025,LS04,LSP-0028,32
10/08/2025,LS04,LSP-0029,106
10/08/2025,LS04,LSP-0030,92
10/08/2025,LS04,LSP-0031,7
10/08/2025,LS04,LSP-0032,36
10/08/2025,LS04,LSP-0033,54
10/08/2025,LS04,LSP-0034,93
10/08/2025,LS04,LSP-0035,59
10/08/2025,LS04,LSP-0036,61
10/08/2025,LS04,LSP-0037,11
10/08/2025,LS04,LSP-0038,12
10/08/2025,LS04,LSP-0039,39
10/08/2025,LS04,LSP-0040,84
10/08/2025,LS04,LSP-0041,52
10/08/2025,LS04,LSP-0042,0
10/08/2025,LS04,LSP-0043,0
10/08/2025,LS04,LSP-0044,105
10/08/2025,LS04,LSP-0045,112
10/08/2025,LS04,LSP-0046,74
10/08/2025,LS04,LSP-0047,102
10/08/2025,LS04,LSP-0048,27
10/08/2025,LS04,LSP-0049,103
10/08/2025,LS04,LSP-0050,54
10/08/2025,LS04,LSP-0051,121
10/08/2025,LS04,LSP-0052,33
10/08/2025,LS04,LSP-0053,76
10/08/2025,LS04,LSP-0054,45
10/08/2025,LS04,LSP-0055,51
10/08/2025,LS04,LSP-0056,50
10/08/2025,LS04,LSP-0057,23
10/08/2025,LS04,LSP-0058,68
10/08/2025,LS04,LSP-0059,8
10/08/2025,LS04,LSP-0060,127
17/08/2025,LS01,LSP-0001,48
17/08/2025,LS01,LSP-0002,26
17/08/2025,LS01,LSP-0003,108
17/08/2025,LS01,LSP-0004,38
17/08/2025,LS01,LSP-0005,75
17/08/2025,LS01,LSP-0006,84
17/08/2025,LS01,LSP-0007,54
17/08/2025,LS01,LSP-0008,137
17/08/2025,LS01,LSP-0009,92
17/08/2025,LS01,LSP-0010,60
17/08/2025,LS01,LSP-0011,76
17/08/2025,LS01,LSP-0012,105
17/08/2025,LS01,LSP-0013,133
17/08/2025,LS01,LSP-0014,19
17/08/2025,LS01,LSP-0015,15
17/08/2025,LS01,LSP-0016,1
17/08/2025,LS01,LSP-0017,11
17/08/2025,LS01,LSP-0018,82
17/08/2025,LS01,LSP-0019,0
17/08/2025,LS01,LSP-0020,95
17/08/2025,LS01,LSP-0021,22
17/08/2025,LS01,LSP-0022,64
17/08/2025,LS01,LSP-0023,5
17/08/2025,LS01,LSP-0024,125
17/08/2025,LS01,LSP-0025,95
17/08/2025,LS01,LSP-0026,92
17/08/2025,LS01,LSP-0027,26
17/08/2025,LS01,LSP-0028,29
17/08/2025,LS01,LSP-0029,26
17/08/2025,LS01,LSP-0030,6
17/08/2025,LS01,LSP-0031,103
17/08/2025,LS01,LSP-0032,25
17/08/2025,LS01,LSP-0033,61
17/08/2025,LS01,LSP-0034,68
17/08/2025,LS01,LSP-0035,42
17/08/2025,LS01,LSP-0036,77
17/08/2025,LS01,LSP-0037,5
17/08/2025,LS01,LSP-0038,95
