SALE_ID,SALE_DATE,STORE_CODE,PROD_DESC,QTY,UNIT_PRICE,TOTAL_AMT
LSS0001687,17/04/2026,LS02,STERLING SHRINK FILM 2MIL 10FT,2,111.28,222.56
LSS0001688,19/10/2025,LS02,VANGUARD HYDRAULIC ROD SEAL 45X65X10,1,170.77,170.77
LSS0001689,18/09/2025,LS04,TITAN RJ45 CONNECTOR 12-POS,4,167.08,668.3
LSS0001690,13/10/2025,LS02,LAKESIDE STORAGE TOTE 27GAL,1,28.57,28.57
LSS0001691,11/03/2026,LS01,ATLAS DROP-IN ANCHOR M8,6,166.9,1001.42
LSS0001692,21/07/2025,LS02,LAKESIDE EXTENSION CORD 25FT,3,20.92,62.75
LSS0001693,03/04/2026,LS02,STERLING HYDRAULIC CHECK VALVE 3/4IN,6,228.75,1372.5
LSS0001694,03/08/2025,LS03,STERLING SOCKET CAP SCREW M4 X 20MM,5,206.93,1034.64
LSS0001695,20/03/2026,LS03,LAKESIDE UTILITY KNIFE 3PK,6,36.56,219.36
LSS0001696,28/09/2025,LS04,MERIDIAN DIN CONTACTOR ROLLER LEVER,6,46.17,277.01
LSS0001697,18/08/2025,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,6,132.24,793.43
LSS0001698,02/03/2026,LS02,LAKESIDE PRO SHOP TOWELS 12PK,6,40.38,242.27
LSS0001699,04/08/2025,LS03,LAKESIDE WINTER SALT PELLETS 50LB,3,37.75,113.24
LSS0001700,30/09/2025,LS04,VANGUARD VENTED SAFETY HELMET RATCHET,5,181.12,905.61
LSS0001701,06/06/2025,LS04,LAKESIDE WORK GLOVES L,2,37.18,74.35
LSS0001702,16/03/2026,LS01,MERIDIAN DIN CONTACTOR ROLLER LEVER,2,46.94,93.88
LSS0001703,16/08/2025,LS01,LAKESIDE UTILITY KNIFE 3PK,3,36.93,110.79
LSS0001704,14/06/2025,LS02,TITAN CARRIAGE BOLT 1/4IN X 1IN,4,142.63,570.53
LSS0001705,15/06/2025,LS03,TITAN ROCKER SWITCH 20A,4,371.42,1485.67
LSS0001706,05/08/2025,LS02,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,4,165.46,661.82
LSS0001707,28/08/2025,LS04,VANGUARD PLASTIC EURO PALLET 42X42IN,3,23.93,71.78
LSS0001708,17/01/2026,LS02,LAKESIDE LED SHOP LIGHT 4FT,3,40.37,121.1
LSS0001709,11/06/2025,LS04,LAKESIDE PRO SHOP TOWELS 12PK,1,39.85,39.85
LSS0001710,31/03/2026,LS03,LAKESIDE WORK GLOVES L,6,37.35,224.08
LSS0001711,21/09/2025,LS04,VANGUARD MACHINE SCREW #10 X 1-1/2IN,2,71.79,143.57
LSS0001712,23/06/2025,LS01,STERLING ANTI-FOG GOGGLES INDIRECT VENT,2,72.87,145.75
LSS0001713,23/10/2025,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,6,73.39,440.35
LSS0001714,08/07/2025,LS02,LAKESIDE MOVING BLANKET,4,38.64,154.57
LSS0001715,01/11/2025,LS03,ATLAS HYDRAULIC CHECK VALVE 24V DC,4,156.87,627.47
LSS0001716,12/02/2026,LS04,VANGUARD HEX BOLT 1/4IN X 1IN,3,99.77,299.32
LSS0001717,19/10/2025,LS02,STERLING SHRINK FILM 2MIL 10FT,3,112.02,336.07
LSS0001718,27/07/2025,LS03,TITAN ROCKER SWITCH 20A,5,370.13,1850.63
LSS0001719,04/06/2025,LS01,MERIDIAN STRINGER PALLET BLOCK 48X48IN,1,159.56,159.56
LSS0001720,26/07/2025,LS04,VANGUARD HEX BOLT 1/4IN X 1IN,3,98.82,296.46
LSS0001721,15/08/2025,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,1,73.07,73.07
LSS0001722,20/02/2026,LS04,STERLING LEATHER WORK GLOVES BOX 100 (XL),2,55.33,110.66
LSS0001723,10/08/2025,LS02,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,4,182.36,729.43
LSS0001724,13/12/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),6,73.11,438.67
LSS0001725,05/06/2025,LS01,VANGUARD GASKET SET 35X52X7,1,185.91,185.91
LSS0001726,19/10/2025,LS04,TITAN VENTED SAFETY HELMET CLASS G BLUE,3,26.01,78.03
LSS0001727,07/07/2025,LS02,STERLING LEATHER WORK GLOVES BOX 100 (XL),1,55.69,55.69
LSS0001728,27/10/2025,LS03,STERLING SELF-TAPPING SCREW M5 X 25MM,5,21.73,108.65
LSS0001729,26/05/2026,LS04,MERIDIAN DIN CONTACTOR ROLLER LEVER,5,46.87,234.33
LSS0001730,12/08/2025,LS04,LAKESIDE STORAGE TOTE 27GAL,5,28.55,142.77
LSS0001731,26/04/2026,LS01,TITAN RJ45 CONNECTOR 12-POS,5,169.72,848.6
LSS0001732,18/09/2025,LS04,LAKESIDE UTILITY KNIFE 3PK,1,36.57,36.57
LSS0001733,20/04/2026,LS04,TITAN TOGGLE SWITCH 25A 3-POLE,2,41.55,83.1
LSS0001734,05/09/2025,LS04,ATLAS STRETCH WRAP 24IN ROLL,2,154.75,309.49
LSS0001735,27/10/2025,LS04,MERIDIAN SPLASH GOGGLES SMOKE TINT,5,16.96,84.82
LSS0001736,02/04/2026,LS02,LAKESIDE EXTENSION CORD 25FT,4,21.38,85.5
LSS0001737,03/07/2025,LS02,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,6,183.17,1099.02
LSS0001738,04/05/2026,LS04,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),2,70.67,141.34
LSS0001739,22/09/2025,LS02,TITAN CARRIAGE BOLT 1/4IN X 1IN,3,142.8,428.4
LSS0001740,09/07/2025,LS02,STERLING SOCKET CAP SCREW M4 X 20MM,3,206.7,620.11
LSS0001741,25/06/2025,LS04,LAKESIDE BUNGEE SET 24PC,2,43.92,87.83
LSS0001742,18/02/2026,LS02,LAKESIDE BUNGEE SET 24PC,1,44.46,44.46
LSS0001743,26/11/2025,LS02,TITAN STRETCH WRAP 18IN 1500FT,4,102.91,411.63
LSS0001744,19/01/2026,LS04,VANGUARD COAXIAL CABLE 305M REEL,6,213.49,1280.96
LSS0001745,14/09/2025,LS02,TITAN STRETCH WRAP 18IN 1500FT,2,101.27,202.54
LSS0001746,29/07/2025,LS02,MERIDIAN STRINGER PALLET BLOCK 48X48IN,4,161.39,645.58
LSS0001747,22/09/2025,LS03,STERLING FLANGE BOLT M12 X 80MM,4,120.56,482.24
LSS0001748,23/04/2026,LS02,ATLAS O-RING KIT 45X65X10,1,109.06,109.06
LSS0001749,19/10/2025,LS02,STERLING NITRILE GLOVES PAIR (M),4,128.61,514.43
LSS0001750,29/07/2025,LS04,LAKESIDE MOVING BLANKET,4,37.46,149.85
LSS0001751,13/03/2026,LS01,MERIDIAN DIN CONTACTOR ROLLER LEVER,3,47.09,141.27
LSS0001752,21/02/2026,LS03,STERLING SOCKET CAP SCREW M4 X 20MM,3,207.29,621.88
LSS0001753,05/02/2026,LS04,STERLING NITRILE GLOVES PAIR (M),5,125.95,629.76
LSS0001754,28/10/2025,LS03,TITAN SOLENOID VALVE 1IN,5,9.05,45.24
LSS0001755,01/03/2026,LS03,LAKESIDE UTILITY KNIFE 3PK,5,36.78,183.92
LSS0001756,06/09/2025,LS03,VANGUARD BRASS BALL VALVE 1IN,1,170.31,170.31
LSS0001757,10/11/2025,LS03,STERLING ROCKER SWITCH 15A,3,44.65,133.94
LSS0001758,20/02/2026,LS02,TITAN ROCKER SWITCH 20A,2,369.4,738.8
LSS0001759,21/04/2026,LS04,LAKESIDE STORM TARP 10X12FT,5,9.83,49.17
LSS0001760,02/05/2026,LS02,MERIDIAN SPLASH GOGGLES SMOKE TINT,1,16.89,16.89
LSS0001761,18/12/2025,LS04,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,5,222.3,1111.51
LSS0001762,04/09/2025,LS03,ATLAS DROP-IN ANCHOR M8,3,167.74,503.21
LSS0001763,21/07/2025,LS01,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,4,166.83,667.31
LSS0001764,02/10/2025,LS02,STERLING SELF-TAPPING SCREW M5 X 25MM,5,21.37,106.86
LSS0001765,26/04/2026,LS02,LAKESIDE WORK GLOVES L,3,38.05,114.15
LSS0001766,17/11/2025,LS02,VANGUARD GASKET SET 35X52X7,2,186.48,372.95
LSS0001767,30/04/2026,LS03,LAKESIDE WORK GLOVES L,4,37.68,150.71
LSS0001768,02/09/2025,LS02,LAKESIDE MOVING BLANKET,3,38.65,115.95
LSS0001769,28/10/2025,LS02,STERLING SELF-TAPPING SCREW M5 X 25MM,4,21.53,86.13
LSS0001770,27/11/2025,LS04,STERLING HEX CAP SCREW M6 X 30MM,3,50.78,152.35
LSS0001771,21/02/2026,LS04,STERLING SHRINK FILM 2MIL 10FT,1,112.51,112.51
LSS0001772,18/06/2025,LS04,LAKESIDE STORAGE TOTE 27GAL,6,28.03,168.17
LSS0001773,15/10/2025,LS02,TITAN SAFETY GOGGLES WRAPAROUND,2,10.07,20.14
LSS0001774,18/10/2025,LS04,TITAN IEC POWER CONNECTOR 12-POS,5,130.93,654.65
LSS0001775,05/10/2025,LS04,TITAN CARRIAGE BOLT 1/4IN X 1IN,2,141.19,282.39
LSS0001776,02/01/2026,LS01,ATLAS SHAFT SEAL 35X52X7,6,93.96,563.74
LSS0001777,25/05/2026,LS03,STERLING SHRINK FILM 2MIL 10FT,5,111.18,555.89
LSS0001778,19/05/2026,LS03,STERLING WOOD SCREW M4 X 20MM,4,60.76,243.02
LSS0001779,28/12/2025,LS04,STERLING FLANGE BOLT M12 X 80MM,3,120.66,361.97
LSS0001780,03/03/2026,LS03,STERLING SOCKET CAP SCREW M4 X 20MM,6,211.35,1268.1
LSS0001781,26/04/2026,LS01,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,6,180.65,1083.93
LSS0001782,04/06/2025,LS02,ATLAS HYDRAULIC CHECK VALVE 24V DC,2,156.39,312.78
LSS0001783,26/02/2026,LS03,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,3,184.54,553.62
LSS0001784,19/01/2026,LS01,LAKESIDE WORK GLOVES L,2,37.76,75.53
LSS0001785,03/02/2026,LS02,VANGUARD VENTED SAFETY HELMET RATCHET,1,180.19,180.19
LSS0001786,26/02/2026,LS03,ATLAS O-RING KIT 45X65X10,4,109.11,436.43
LSS0001787,12/04/2026,LS04,ATLAS O-RING KIT 45X65X10,6,114.06,684.33
LSS0001788,23/03/2026,LS03,VANGUARD NITRILE GLOVES PAIR (XL),5,15.68,78.42
LSS0001789,11/12/2025,LS04,VANGUARD GASKET SET ASSORTED 200PC,3,119.69,359.06
LSS0001790,07/01/2026,LS02,LAKESIDE STORAGE TOTE 27GAL,1,27.98,27.98
LSS0001791,26/08/2025,LS03,TITAN ROCKER SWITCH 20A,5,366.13,1830.65
LSS0001792,06/01/2026,LS02,TITAN SOLENOID VALVE 1IN,1,9.04,9.04
LSS0001793,13/07/2025,LS02,VANGUARD PLASTIC EURO PALLET 42X42IN,3,23.81,71.44
LSS0001794,07/02/2026,LS02,LAKESIDE WINTER SALT PELLETS 50LB,3,38.34,115.01
LSS0001795,14/09/2025,LS02,MERIDIAN STRINGER PALLET BLOCK 48X48IN,6,157.66,945.98
LSS0001796,18/08/2025,LS02,LAKESIDE MOVING BLANKET,2,38.61,77.23
LSS0001797,17/04/2026,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,5,230.05,1150.24
LSS0001798,11/11/2025,LS04,TITAN CARRIAGE BOLT 1/4IN X 1IN,5,142.81,714.03
LSS0001799,30/07/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (L),1,72.22,72.22
LSS0001800,19/03/2026,LS02,LAKESIDE EXTENSION CORD 25FT,5,20.89,104.45
LSS0001801,29/11/2025,LS03,VANGUARD WEDGE ANCHOR M12,1,84.08,84.08
LSS0001802,07/04/2026,LS04,ATLAS HYDRAULIC CHECK VALVE 24V DC,2,155.89,311.77
LSS0001803,01/01/2026,LS02,ATLAS STRETCH WRAP 24IN ROLL,3,155.97,467.91
LSS0001804,25/09/2025,LS03,TITAN ROCKER SWITCH 20A,6,373.37,2240.24
LSS0001805,05/08/2025,LS01,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,4,132.4,529.62
LSS0001806,01/08/2025,LS03,ATLAS HYDRAULIC CHECK VALVE 24V DC,6,155.98,935.91
LSS0001807,09/04/2026,LS04,LAKESIDE WINTER SALT PELLETS 50LB,4,37.92,151.68
LSS0001808,31/03/2026,LS01,TITAN CARRIAGE BOLT 1/4IN X 1IN,6,140.93,845.57
LSS0001809,25/02/2026,LS03,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,6,133.08,798.48
LSS0001810,24/09/2025,LS02,STERLING SELF-TAPPING SCREW M5 X 25MM,6,22.19,133.16
LSS0001811,15/12/2025,LS04,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,2,133.71,267.42
LSS0001812,27/02/2026,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,3,135.86,407.57
LSS0001813,08/09/2025,LS02,LAKESIDE STORM TARP 10X12FT,3,9.87,29.61
LSS0001814,06/04/2026,LS02,STERLING WOOD SCREW M4 X 20MM,6,60.39,362.32
LSS0001815,21/06/2025,LS01,LAKESIDE STORAGE TOTE 27GAL,1,28.28,28.28
LSS0001816,17/07/2025,LS04,ATLAS DROP-IN ANCHOR M8,1,162.23,162.23
LSS0001817,21/01/2026,LS02,VANGUARD WEDGE ANCHOR M12,4,82.55,330.21
LSS0001818,26/02/2026,LS02,TITAN CARRIAGE BOLT 1/4IN X 1IN,3,140.36,421.07
LSS0001819,30/09/2025,LS01,LAKESIDE WORK GLOVES L,5,37.27,186.37
LSS0001820,08/09/2025,LS03,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,4,72.14,288.57
LSS0001821,23/10/2025,LS03,TITAN IEC POWER CONNECTOR 12-POS,6,131.46,788.75
LSS0001822,14/07/2025,LS02,LAKESIDE LED SHOP LIGHT 4FT,4,39.88,159.5
LSS0001823,04/09/2025,LS04,TITAN SAFETY GOGGLES WRAPAROUND,3,10.22,30.66
LSS0001824,20/01/2026,LS04,TITAN IEC POWER CONNECTOR 12-POS,5,132.24,661.2
LSS0001825,05/09/2025,LS02,VANGUARD COAXIAL CABLE 305M REEL,2,212.78,425.57
LSS0001826,05/07/2025,LS04,TITAN CAT6 ETHERNET CABLE 16 AWG 500FT,3,71.56,214.69
LSS0001827,02/07/2025,LS04,TITAN CARRIAGE BOLT 1/4IN X 1IN,3,140.89,422.66
LSS0001828,13/04/2026,LS02,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,6,131.3,787.8
LSS0001829,03/04/2026,LS02,STERLING WOOD SCREW M4 X 20MM,4,60.82,243.28
LSS0001830,23/02/2026,LS03,LAKESIDE EXTENSION CORD 25FT,4,21.35,85.38
LSS0001831,01/08/2025,LS04,LAKESIDE WINTER SALT PELLETS 50LB,1,38.19,38.19
LSS0001832,28/10/2025,LS02,STERLING SOCKET CAP SCREW M4 X 20MM,1,203.31,203.31
LSS0001833,08/09/2025,LS04,ATLAS O-RING KIT 45X65X10,3,112.81,338.44
LSS0001834,12/06/2025,LS04,VANGUARD BRASS BALL VALVE 1IN,2,171.71,343.42
LSS0001835,23/08/2025,LS02,VANGUARD WEDGE ANCHOR M12,3,82.69,248.08
LSS0001836,04/02/2026,LS02,LAKESIDE LED SHOP LIGHT 4FT,2,39.62,79.24
LSS0001837,05/01/2026,LS02,LAKESIDE WORK GLOVES L,1,37.96,37.96
LSS0001838,25/11/2025,LS02,ATLAS HYDRAULIC ROD SEAL PTFE 25PC,1,168.26,168.26
LSS0001839,15/09/2025,LS02,VANGUARD BRASS BALL VALVE 1IN,1,171.16,171.16
LSS0001840,01/08/2025,LS03,LAKESIDE STORM TARP 10X12FT,3,9.89,29.68
LSS0001841,11/04/2026,LS02,ATLAS SHAFT SEAL 35X52X7,3,94.9,284.7
LSS0001842,23/08/2025,LS03,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,1,223.28,223.28
LSS0001843,06/11/2025,LS02,VANGUARD BRASS BALL VALVE 3000 PSI,3,241.65,724.94
LSS0001844,24/08/2025,LS03,TITAN RJ45 CONNECTOR 12-POS,6,169.02,1014.12
LSS0001845,02/12/2025,LS03,LAKESIDE EXTENSION CORD 25FT,2,20.85,41.69
LSS0001846,03/04/2026,LS03,STERLING WOOD SCREW M4 X 20MM,1,61.48,61.48
LSS0001847,03/07/2025,LS04,LAKESIDE STORAGE TOTE 27GAL,2,28.56,57.12
LSS0001848,25/10/2025,LS04,MERIDIAN STRINGER PALLET BLOCK 48X48IN,3,159.21,477.64
LSS0001849,28/12/2025,LS03,ATLAS DROP-IN ANCHOR M8,4,167.17,668.67
LSS0001850,24/06/2025,LS04,STERLING NITRILE GLOVES PAIR (M),6,125.08,750.47
LSS0001851,27/07/2025,LS02,ATLAS HYDRAULIC CHECK VALVE 24V DC,4,158.37,633.48
LSS0001852,15/09/2025,LS04,VANGUARD VENTED SAFETY HELMET RATCHET,1,182.62,182.62
LSS0001853,01/07/2025,LS03,LAKESIDE WINTER SALT PELLETS 50LB,2,38.24,76.48
LSS0001854,25/07/2025,LS04,ATLAS STRETCH WRAP 24IN ROLL,3,157.04,471.12
LSS0001855,12/05/2026,LS02,ATLAS HYDRAULIC CHECK VALVE 24V DC,1,155.25,155.25
LSS0001856,14/04/2026,LS03,VANGUARD HYDRAULIC ROD SEAL 45X65X10,4,167.83,671.3
LSS0001857,26/06/2025,LS04,STERLING WOOD SCREW M4 X 20MM,6,61.67,370.02
LSS0001858,23/01/2026,LS01,TITAN IEC POWER CONNECTOR 12-POS,3,132.23,396.68
LSS0001859,15/01/2026,LS04,LAKESIDE WINTER SALT PELLETS 50LB,4,38.18,152.71
LSS0001860,22/04/2026,LS02,TITAN ROCKER SWITCH 20A,6,368.74,2212.43
LSS0001861,05/09/2025,LS02,VANGUARD BRASS BALL VALVE 1IN,3,167.02,501.06
LSS0001862,19/02/2026,LS01,LAKESIDE UTILITY KNIFE 3PK,2,36.91,73.83
LSS0001863,27/05/2026,LS02,STERLING SELF-TAPPING SCREW M5 X 25MM,3,21.86,65.57
LSS0001864,22/10/2025,LS03,LAKESIDE STORAGE TOTE 27GAL,5,28.9,144.52
LSS0001865,14/12/2025,LS01,STERLING STRETCH WRAP 20IN 5000FT,3,10.5,31.49
LSS0001866,23/04/2026,LS02,ATLAS SHAFT SEAL 35X52X7,6,93.9,563.41
LSS0001867,10/03/2026,LS01,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,3,132.23,396.7
LSS0001868,01/08/2025,LS03,VANGUARD GASKET SET 35X52X7,5,189.22,946.09
LSS0001869,07/11/2025,LS04,VANGUARD COAXIAL CABLE 305M REEL,3,209.28,627.83
LSS0001870,24/11/2025,LS04,STERLING LEATHER WORK GLOVES BOX 100 (L),2,13.96,27.92
LSS0001871,20/01/2026,LS02,LAKESIDE PRO SHOP TOWELS 12PK,5,39.3,196.49
LSS0001872,27/10/2025,LS01,MERIDIAN HEAVY-DUTY CARTON 18X18X16IN,1,183.56,183.56
LSS0001873,06/10/2025,LS03,TITAN VENTED SAFETY HELMET CLASS G BLUE,1,26.58,26.58
LSS0001874,29/03/2026,LS02,MERIDIAN STRINGER PALLET BLOCK 48X48IN,1,159.2,159.2
LSS0001875,17/08/2025,LS02,LAKESIDE MOVING BLANKET,1,38.33,38.33
LSS0001876,02/10/2025,LS04,LAKESIDE PRO SHOP TOWELS 12PK,1,39.12,39.12
LSS0001877,05/05/2026,LS01,LAKESIDE EXTENSION CORD 25FT,6,20.81,124.89
LSS0001878,20/05/2026,LS02,ATLAS STRETCH WRAP 24IN ROLL,3,155.3,465.89
LSS0001879,28/10/2025,LS03,VANGUARD BRASS BALL VALVE 1IN,5,166.96,834.78
LSS0001880,30/12/2025,LS03,STERLING LEATHER WORK GLOVES BOX 100 (L),4,13.64,54.57
LSS0001881,09/03/2026,LS04,VANGUARD COAXIAL CABLE 305M REEL,2,212.84,425.69
LSS0001882,14/03/2026,LS02,LAKESIDE WORK GLOVES L,6,37.97,227.81
LSS0001883,01/06/2025,LS03,LAKESIDE MOVING BLANKET,2,38.14,76.27
LSS0001884,20/12/2025,LS04,VANGUARD HEX BOLT 1/4IN X 1IN,2,97.56,195.12
LSS0001885,25/12/2025,LS01,LAKESIDE UTILITY KNIFE 3PK,5,35.78,178.88
LSS0001886,04/04/2026,LS03,STERLING WOOD SCREW M4 X 20MM,5,61.34,306.71
LSS0001887,13/03/2026,LS02,STERLING LEATHER WORK GLOVES BOX 100 (XL),4,55.16,220.65
LSS0001888,05/09/2025,LS01,VANGUARD BRASS BALL VALVE 1IN,4,170.15,680.6
LSS0001889,16/02/2026,LS04,VANGUARD COAXIAL CABLE 305M REEL,1,210.59,210.59
LSS0001890,04/05/2026,LS01,VANGUARD BRASS BALL VALVE 1IN,5,170.56,852.81
LSS0001891,07/05/2026,LS01,VANGUARD BRASS BALL VALVE 1IN,6,169.33,1015.96
LSS0001892,10/10/2025,LS02,TITAN ROCKER SWITCH 20A,6,367.68,2206.09
LSS0001893,02/01/2026,LS03,ATLAS DROP-IN ANCHOR M8,2,167.33,334.66
LSS0001894,13/03/2026,LS02,VANGUARD BRASS BALL VALVE 3000 PSI,6,245.38,1472.27
LSS0001895,29/01/2026,LS02,STERLING ANTI-FOG GOGGLES INDIRECT VENT,6,72.67,436.02
LSS0001896,01/09/2025,LS03,VANGUARD HYDRAULIC ROD SEAL 45X65X10,3,168.77,506.32
LSS0001897,10/01/2026,LS01,STERLING FLANGE BOLT M12 X 80MM,1,120.57,120.57
LSS0001898,23/02/2026,LS03,VANGUARD MACHINE SCREW #10 X 1-1/2IN,3,70.22,210.67
LSS0001899,02/03/2026,LS03,TITAN STRETCH WRAP 18IN 1500FT,3,101.9,305.71
LSS0001900,07/01/2026,LS04,STERLING HEX CAP SCREW M6 X 30MM,1,51.99,51.99
LSS0001901,17/02/2026,LS01,ATLAS DROP-IN ANCHOR M8,2,169.29,338.58
LSS0001902,19/10/2025,LS02,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),6,159.5,956.99
LSS0001903,25/06/2025,LS04,MERIDIAN SPLASH GOGGLES SMOKE TINT,3,16.79,50.38
LSS0001904,15/12/2025,LS04,VANGUARD PLASTIC EURO PALLET 42X42IN,3,23.56,70.69
LSS0001905,06/11/2025,LS04,VANGUARD BRASS BALL VALVE 1IN,5,169.19,845.96
LSS0001906,19/11/2025,LS02,LAKESIDE WINTER SALT PELLETS 50LB,2,39.18,78.37
LSS0001907,04/02/2026,LS02,LAKESIDE EXTENSION CORD 25FT,5,20.74,103.72
LSS0001908,26/10/2025,LS04,ATLAS HYDRAULIC CHECK VALVE 24V DC,4,156.93,627.74
LSS0001909,21/10/2025,LS02,TITAN TOGGLE SWITCH 25A 3-POLE,5,40.09,200.43
LSS0001910,21/05/2026,LS02,LAKESIDE UTILITY KNIFE 3PK,1,36.26,36.26
LSS0001911,06/12/2025,LS03,LAKESIDE PRO SHOP TOWELS 12PK,2,39.69,79.38
LSS0001912,18/05/2026,LS04,LAKESIDE PRO SHOP TOWELS 12PK,1,38.69,38.69
LSS0001913,10/10/2025,LS02,LAKESIDE PRO SHOP TOWELS 12PK,2,39.47,78.93
LSS0001914,27/07/2025,LS03,VANGUARD COAXIAL CABLE 305M REEL,5,210.68,1053.4
LSS0001915,09/09/2025,LS04,TITAN IEC POWER CONNECTOR 12-POS,5,130.72,653.59
LSS0001916,25/07/2025,LS03,STERLING HEX CAP SCREW M6 X 30MM,6,51.84,311.04
LSS0001917,12/04/2026,LS02,LAKESIDE WINTER SALT PELLETS 50LB,5,38.92,194.6
LSS0001918,23/06/2025,LS04,MERIDIAN DIN CONTACTOR ROLLER LEVER,2,46.39,92.77
LSS0001919,31/07/2025,LS01,MERIDIAN STRINGER PALLET BLOCK 48X48IN,3,157.39,472.18
LSS0001920,17/11/2025,LS04,MERIDIAN FULL BRIM HARD HAT CLASS G BLUE,6,132.02,792.09
LSS0001921,07/04/2026,LS04,VANGUARD MACHINE SCREW #10 X 1-1/2IN,2,71.86,143.72
LSS0001922,13/05/2026,LS02,TITAN RJ45 CONNECTOR 12-POS,3,171.41,514.22
LSS0001923,11/08/2025,LS04,MERIDIAN SPLASH GOGGLES SMOKE TINT,1,17.06,17.06
LSS0001924,27/06/2025,LS03,TITAN STRETCH WRAP 18IN 1500FT,2,101.4,202.8
LSS0001925,03/02/2026,LS02,VANGUARD COAXIAL CABLE 305M REEL,4,212.59,850.34
LSS0001926,19/05/2026,LS04,ATLAS SHAFT SEAL 35X52X7,2,94.38,188.76
LSS0001927,14/11/2025,LS04,TITAN ROCKER SWITCH 20A,4,363.86,1455.45
LSS0001928,02/06/2025,LS03,VANGUARD HYDRAULIC ROD SEAL 45X65X10,5,168.76,843.81
LSS0001929,22/06/2025,LS04,LAKESIDE WINTER SALT PELLETS 50LB,1,37.45,37.45
LSS0001930,08/07/2025,LS01,LAKESIDE WORK GLOVES L,2,36.82,73.64
LSS0001931,19/09/2025,LS04,STERLING HYDRAULIC CHECK VALVE 3/4IN,6,226.25,1357.53
LSS0001932,18/07/2025,LS04,LAKESIDE WINTER SALT PELLETS 50LB,6,38.67,231.99
LSS0001933,04/12/2025,LS03,TITAN VENTED SAFETY HELMET CLASS G BLUE,3,26.16,78.49
LSS0001934,20/04/2026,LS02,LAKESIDE STORM TARP 10X12FT,3,9.71,29.14
LSS0001935,28/03/2026,LS03,MERIDIAN STRINGER PALLET BLOCK 48X48IN,4,160.18,640.7
LSS0001936,06/12/2025,LS04,VANGUARD GASKET SET ASSORTED 200PC,6,117.5,705.01
LSS0001937,19/01/2026,LS04,TITAN SAFETY GOGGLES WRAPAROUND,4,10.4,41.61
LSS0001938,04/10/2025,LS02,LAKESIDE BUNGEE SET 24PC,3,44.84,134.52
LSS0001939,30/12/2025,LS02,TITAN TOGGLE SWITCH 25A 3-POLE,3,40.41,121.22
LSS0001940,09/06/2025,LS02,LAKESIDE BUNGEE SET 24PC,5,43.74,218.69
LSS0001941,10/01/2026,LS01,VANGUARD BRASS BALL VALVE 3000 PSI,3,248.14,744.41
LSS0001942,15/07/2025,LS01,LAKESIDE LED SHOP LIGHT 4FT,1,40.34,40.34
LSS0001943,26/03/2026,LS01,MERIDIAN SPLASH GOGGLES SMOKE TINT,4,17.01,68.03
LSS0001944,13/09/2025,LS01,ATLAS DROP-IN ANCHOR M8,1,167.84,167.84
LSS0001945,02/01/2026,LS01,MERIDIAN CUT-RESISTANT GLOVES PAIR (XL),1,161.49,161.49
LSS0001946,23/09/2025,LS04,LAKESIDE UTILITY KNIFE 3PK,3,36.28,108.85
LSS0001947,16/12/2025,LS03,LAKESIDE EXTENSION CORD 25FT,3,21.67,65.02
LSS0001948,29/07/2025,LS01,LAKESIDE PRO SHOP TOWELS 12PK,5,39.37,196.83
LSS0001949,13/08/2025,LS02,STERLING SOCKET CAP SCREW M4 X 20MM,2,207.58,415.16
LSS0001950,13/05/2026,LS03,LAKESIDE PRO SHOP TOWELS 12PK,5,39.98,199.9
LSS0001951,13/04/2026,LS01,STERLING WOOD SCREW M4 X 20MM,6,60.22,361.31
LSS0001952,29/05/2026,LS04,TITAN STRETCH WRAP 18IN 1500FT,3,103.36,310.08
LSS0001953,05/12/2025,LS01,STERLING HYDRAULIC HOSE R2 3/8IN X 10M,1,219.99,219.99
LSS0001954,02/07/2025,LS01,LAKESIDE STORM TARP 10X12FT,1,9.91,9.91
LSS0001955,20/03/2026,LS01,STERLING LEATHER WORK GLOVES BOX 100 (XL),4,55.53,222.13
