ticketId,createdAt,closedAt,productRef,categoryId,priority,status,channel
HD-00961,2026-04-18T10:28:02,2026-04-19T17:28:02,Titan Solenoid Valve 1in,1,high,closed,phone
HD-00962,2026-01-19T12:30:26,2026-01-25T00:30:26,Vanguard Gasket Set 35x52x7,1,normal,closed,email
HD-00963,2026-02-26T18:12:53,2026-03-01T03:12:53,Titan Rocker Switch 20A,1,high,closed,email
HD-00964,2025-09-29T17:11:11,2025-10-06T14:11:11,Sterling Terminal Block 8-pin,4,urgent,closed,email
HD-00965,2025-12-26T13:17:09,2025-12-27T04:17:09,Vanguard Plastic Euro Pallet 42x42in,3,low,closed,phone
HD-00966,2026-03-20T12:32:14,,Titan Rocker Switch 20A,1,normal,open,web
HD-00967,2025-11-17T15:05:10,2025-11-26T04:05:10,Vanguard Vented Safety Helmet Ratchet,1,low,closed,web
HD-00968,2026-03-30T17:48:55,2026-04-01T21:48:55,Titan Rocker Switch 20A,1,low,closed,web
HD-00969,2026-04-28T09:06:09,,Titan Rocker Switch 20A,1,high,open,phone
HD-00970,2026-02-28T14:27:35,2026-03-01T05:27:35,Sterling THHN Wire 305m Reel,2,normal,closed,web
HD-00971,2026-04-10T17:19:37,2026-04-20T02:19:37,Meridian Shaft Seal 45x65x10,3,normal,closed,phone
HD-00972,2026-05-15T08:15:54,2026-05-25T06:15:54,Titan Anti-Fog Goggles Wraparound,4,normal,closed,web
HD-00973,2026-04-05T16:41:30,2026-04-08T17:41:30,Titan THHN Wire 12 AWG 100ft,1,high,closed,web
HD-00974,2026-03-28T10:03:05,2026-03-29T00:03:05,Titan Solenoid Valve 1in,3,normal,closed,email
HD-00975,2025-12-16T13:17:17,2025-12-24T12:17:17,Titan Coaxial Cable 16 AWG 500ft,1,normal,closed,phone
HD-00976,2026-04-11T14:42:29,2026-04-13T07:42:29,Sterling Hydraulic Check Valve 3/4in,3,low,closed,email
HD-00977,2026-05-30T09:55:51,2026-06-08T06:55:51,Vanguard Poly Sheeting 18in 1500ft,6,low,closed,email
HD-00978,2026-05-05T12:05:09,2026-05-15T03:05:09,Titan Rocker Switch 20A,6,normal,closed,web
HD-00979,2026-03-16T11:01:49,,Titan Solenoid Valve 1in,1,normal,open,web
HD-00980,2026-01-12T11:43:19,2026-01-15T15:43:19,Meridian Cut-Resistant Gloves Pair (L),2,normal,closed,web
HD-00981,2025-09-20T16:52:42,2025-09-28T16:52:42,Sterling Flange Bolt M12 x 80mm,4,urgent,closed,email
HD-00982,2026-03-25T13:41:32,2026-03-28T00:41:32,Titan Solenoid Valve 1in,2,low,closed,phone
HD-00983,2026-02-25T10:46:48,2026-03-07T01:46:48,Sterling edge Anchor M10,2,normal,closed,email
HD-00984,2026-04-23T16:43:53,,Titan Rocker Switch 20A,4,normal,open,email
HD-00985,2025-11-26T11:25:09,2025-12-04T08:25:09,Meridian DIN Contactor Roller Lever,4,high,closed,phone
HD-00986,2026-02-23T11:00:00,2026-03-02T15:00:00,Meridian Cut-Resistant Gloves Pair (XL),1,low,closed,phone
HD-00987,2026-04-14T10:51:06,2026-04-20T20:51:06,Titan Rocker Switch 20A,1,high,closed,web
HD-00988,2025-07-14T16:07:53,2025-07-19T06:07:53,Vanguard Poly Sheeting 18in 1500ft,2,normal,closed,web
HD-00989,2026-03-19T15:20:25,2026-03-27T15:20:25,Titan Rocker Switch 20A,1,urgent,closed,phone
HD-00990,2026-03-12T13:07:49,2026-03-13T17:07:49,Titan Rocker Switch 20A,3,low,closed,phone
HD-00991,2026-02-11T14:33:43,2026-02-20T16:33:43,Titan Solenoid Valve 1in,1,normal,closed,email
HD-00992,2026-04-02T13:16:34,2026-04-09T04:16:34,Titan Solenoid Valve 1in,1,normal,closed,web
HD-00993,2026-02-13T17:13:50,2026-02-22T06:13:50,,1,normal,closed,email
HD-00994,2025-12-24T12:44:21,2026-01-02T20:44:21,Sterling Anti-Fog Goggles Indirect Vent,6,normal,closed,email
HD-00995,2026-01-30T13:57:49,2026-02-03T13:57:49,Titan Hydraulic Rod Seal Assorted 200pc,2,normal,closed,phone
HD-00996,2026-04-02T11:08:27,2026-04-10T07:08:27,Titan Solenoid Valve 1in,3,normal,closed,phone
HD-00997,2026-02-18T10:20:32,2026-02-24T18:20:32,Titan Solenoid Valve 1in,1,low,closed,email
HD-00998,2025-06-04T10:18:49,2025-06-11T00:18:49,Vanguard Gaske tSet 35x52x7,2,high,closed,email
HD-00999,2025-12-05T17:23:59,2025-12-10T22:23:59,Atlas O-Ring Kit 45x65x10,5,low,closed,web
HD-01000,2026-03-24T15:19:07,,Titan Solenoid Valve 1in,1,normal,open,email
HD-01001,2025-11-07T12:07:30,2025-11-11T04:07:30,Titan RJ45 Connector 12-pos,3,low,closed,phone
HD-01002,2026-02-26T12:48:56,2026-03-01T16:48:56,Sterling Nestable Pallet 1200x800mm,4,normal,closed,email
HD-01003,2025-07-24T08:55:40,2025-08-02T06:55:40,Titan Stretch Wrap 18in 1500ft,2,urgent,closed,phone
HD-01004,2025-09-10T08:20:47,2025-09-12T07:20:47,Meridian Shaft Seal 45x65x10,2,normal,closed,email
HD-01005,2026-03-03T10:09:45,,Titan Solenoid Valve 1in,1,low,open,web
HD-01006,2026-05-17T18:59:18,2026-05-21T10:59:18,Titan Rocker Switch 20A,5,normal,closed,email
HD-01007,2026-04-08T12:32:20,,Titan Rocker Switch 20A,1,normal,open,web
HD-01008,2026-05-28T09:10:09,2026-06-07T05:10:09,Sterling Rocker Switch 15A,1,high,closed,email
HD-01009,2026-03-12T08:58:25,2026-03-20T12:58:25,Titan Rocker Switch 02A,1,high,closed,email
HD-01010,2026-02-16T12:26:07,2026-02-18T06:26:07,Titan Rocker Switch 20A,1,normal,closed,phone
HD-01011,2026-02-06T17:41:54,,Meridian Heavy-Duty Carton 18x18x16in,3,normal,open,web
HD-01012,2026-05-09T15:58:16,2026-05-11T00:58:16,Atlas Cat6 Ethernet Cable 12 AWG 100ft,2,normal,closed,email
HD-01013,2026-03-31T10:15:52,2026-04-04T15:15:52,Titan Solenoid Valve 1in,3,high,closed,phone
HD-01014,2026-03-08T18:26:07,2026-03-12T19:26:07,Meridian Cut-Resistant Gloves Pair (L),3,urgent,closed,phone
HD-01015,2026-04-14T12:02:07,2026-04-21T12:02:07,Titan Rocker Switch 20A,2,low,closed,phone
HD-01016,2026-03-13T08:22:37,2026-03-16T12:22:37,Titan Solenoid Valve 1in,4,urgent,closed,email
HD-01017,2025-07-28T17:22:24,2025-07-30T16:22:24,Meridian Shaft Seal 45x65x10,6,urgent,closed,web
HD-01018,2026-05-24T09:16:40,2026-05-25T08:16:40,Titan Solenoid Valve 1in,1,low,closed,email
HD-01019,2026-02-27T17:56:06,2026-03-01T03:56:06,Sterling Leather Work Gloves Box 100 (L),4,high,closed,phone
HD-01020,2026-03-12T13:06:10,2026-03-18T06:06:10,Titan Rocker Switch 20A,6,low,closed,phone
HD-01021,2026-05-15T11:55:16,2026-05-16T23:55:16,Vanguard IEC Power Connector 8-pin,6,low,closed,web
HD-01022,2026-04-07T15:23:53,2026-04-11T15:23:53,Titan Rocker Switch 20A,3,normal,closed,web
HD-01023,2025-12-12T12:59:02,2025-12-21T00:59:02,Vanguard Heavy-Duty Carton 20x20x20in,3,low,closed,web
HD-01024,2026-03-30T13:43:59,2026-04-09T05:43:59,Sterling Flange Bolt M12 x 80mm,4,normal,closed,phone
HD-01025,2026-03-08T10:58:59,,Titan Solenoid Valve 1in,1,high,open,web
HD-01026,2026-02-18T08:07:44,2026-02-19T02:07:44,Titan Rocker Switch 20A,1,normal,closed,email
HD-01027,2025-08-03T17:55:09,2025-08-03T19:55:09,Titan Toggle Switch 25A 3-pole,4,low,closed,email
HD-01028,2026-04-08T14:53:41,2026-04-08T19:53:41,,1,normal,closed,web
HD-01029,2026-01-30T12:42:24,2026-02-01T01:42:24,Atlas Cat6 Ethernet Cable 12 AWG 100ft,2,normal,closed,email
HD-01030,2026-04-10T08:36:52,2026-04-12T15:36:52,Titan Solenoid Valve 1in,3,normal,closed,email
HD-01031,2026-04-28T14:04:19,2026-05-04T17:04:19,Titan Solenoid Valve 1in,1,low,closed,email
HD-01032,2025-07-28T15:25:20,2025-08-04T23:25:20,Sterling Nestable aPllet 1200x800mm,4,normal,closed,email
HD-01033,2026-04-17T10:34:50,2026-04-18T17:34:50,Titan Solenoid Valve 1in,1,low,closed,email
HD-01034,2026-04-26T17:37:16,2026-04-30T14:37:16,Meridian O-Ring Kit FKM Viton,3,low,closed,web
HD-01035,2025-07-05T13:14:08,2025-07-07T12:14:08,Sterling Nitrile Gloves Pair (M),6,high,closed,email
HD-01036,2026-04-06T14:55:17,2026-04-13T20:55:17,Vanguard Hex Bolt M12 x 80mm,4,high,closed,phone
HD-01037,2025-12-27T14:42:20,2026-01-02T22:42:20,Atlas Full Brim Hard Hat Class E,6,low,closed,email
HD-01038,2025-06-17T18:09:38,2025-06-22T11:09:38,Atlas Rocker Switch 10A,6,normal,closed,web
HD-01039,2026-05-01T16:17:58,,Titan Solenoid Valve 1in,3,high,open,phone
HD-01040,2026-04-24T18:08:17,2026-05-01T21:08:17,Titan Solenoid Valve 1in,1,high,closed,phone
HD-01041,2026-03-04T17:27:35,,Titan Rocker Switch 20A,1,normal,open,email
HD-01042,2026-05-30T13:57:39,2026-06-02T01:57:39,Titan Rocker Switch 20A,5,normal,closed,phone
HD-01043,2026-05-07T17:17:18,2026-05-12T02:17:18,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-01044,2026-05-06T15:27:25,2026-05-16T04:27:25,Titan Rocker Switch 20A,3,high,closed,phone
HD-01045,2026-02-27T08:01:35,2026-03-01T08:01:35,Titan Rocker Switch 20A,1,low,closed,email
HD-01046,2026-05-14T15:00:01,2026-05-23T23:00:01,Titan Rocker Switch 20A,1,high,closed,email
HD-01047,2025-10-20T13:17:35,2025-10-28T15:17:35,Atlas Drop-In Anchor M8,6,normal,closed,email
HD-01048,2026-04-25T09:23:54,2026-05-04T00:23:54,Atlas Shaft Seal 35x52x7,2,normal,closed,email
HD-01049,2025-06-15T14:28:59,2025-06-20T14:28:59,Sterling Anti-Fog Goggles Indirect Vent,3,normal,closed,phone
HD-01050,2026-03-23T12:44:29,2026-03-28T15:44:29,Titan Solenoid Valve 1in,2,low,closed,phone
HD-01051,2026-03-19T11:27:12,2026-03-20T06:27:12,Sterling Hex Cap Screw M6 x 30mm,5,normal,closed,phone
HD-01052,2026-03-24T16:04:30,2026-04-01T18:04:30,Titan Solenoid Valve 1in,6,normal,closed,email
HD-01053,2026-04-24T12:50:30,,Titan Solenoid Valve 1in,1,low,open,web
HD-01054,2025-09-24T18:56:33,2025-09-25T20:56:33,Titan SAE Hydraulic Hose 1/2in x 15m,2,normal,closed,email
HD-01055,2026-02-08T11:15:29,2026-02-16T04:15:29,Vanguard Brass Ball Valve 1in,3,urgent,closed,email
HD-01056,2026-01-19T11:33:08,2026-01-20T03:33:08,Vanguard Corrugated Box 20x20x20in,2,high,closed,email
HD-01057,2025-09-25T14:22:35,2025-09-28T14:22:35,Titan Rocker Switch 30A 2-pole,2,normal,closed,phone
HD-01058,2026-05-08T08:54:53,,Meridian Splash Goggles Smoke Tint,2,high,open,web
HD-01059,2026-02-26T12:30:31,2026-02-28T07:30:31,Meridian DIN Contactor Roller Lever,5,high,closed,web
HD-01060,2025-08-26T10:59:33,2025-08-29T20:59:33,Vanguard Sleeve Anchor 1/2in x 4in,1,normal,closed,phone
HD-01061,2026-04-26T10:06:17,2026-04-28T12:06:17,Titan Terminal Block 20A,2,high,closed,phone
HD-01062,2026-02-16T13:37:43,2026-02-22T08:37:43,Atlas Cat6 Ethernet Cable 305m Reel,4,normal,closed,email
HD-01063,2025-11-22T13:34:37,2025-12-01T16:34:37,Atlas O-Ring Kit 45x65x10,4,high,closed,phone
HD-01064,2026-01-13T11:44:02,2026-01-17T07:44:02,Vanguard Self-Tapping Screw #8 x 1in,2,normal,closed,phone
HD-01065,2025-09-13T09:54:40,2025-09-17T16:54:40,Vanguard Gasket Set Assorted 200pc,6,normal,closed,phone
HD-01066,2025-12-06T13:14:35,2025-12-13T16:14:35,Atlas Cat6 Ethernet Cable 12 AWG 100ft,6,low,closed,web
HD-01067,2025-10-04T10:05:55,2025-10-11T21:05:55,Atlas Hydraulic Rod Seal PTFE 25pc,2,high,closed,web
HD-01068,2025-09-04T12:39:02,,Atlas Cat6 Ethernet Cable 12 AWG 100ft,2,normal,open,phone
HD-01069,2026-05-05T08:00:56,2026-05-08T15:00:56,Titan Rocker Switch 20A,5,urgent,closed,email
HD-01070,2026-05-09T11:53:51,2026-05-12T03:53:51,Titan IEC Power Conncetor 12-pos,1,normal,closed,email
HD-01071,2026-05-23T10:00:58,2026-06-01T08:00:58,Titan SAE Hydraulic Hose 1/2in x 15m,1,normal,closed,email
HD-01072,2025-06-13T11:36:16,2025-06-18T16:36:16,Titan Wood Pallet4 2x42in,6,normal,closed,email
HD-01073,2025-12-06T17:05:39,2025-12-13T19:05:39,Atlas Stretch Wrap 24in Roll,1,high,closed,phone
HD-01074,2026-02-19T16:09:47,,Titan Rocker Switch 20A,1,high,open,phone
HD-01075,2026-03-20T15:55:31,,Titan Solenoid Valve 1in,6,normal,open,email
HD-01076,2025-07-16T11:12:16,2025-07-26T01:12:16,Atlas Stretch Wrap 24in Roll,5,normal,closed,email
HD-01077,2025-12-09T16:50:57,2025-12-10T15:50:57,Titan Leather Work Gloves Pair (L),2,urgent,closed,email
HD-01078,2026-03-09T14:34:45,2026-03-17T19:34:45,Titan Terminal Block 20A,1,normal,closed,email
HD-01079,2025-11-17T18:58:38,2025-11-24T03:58:38,Atlas Full Brim Har dHat Class E,4,high,closed,phone
HD-01080,2026-03-10T17:52:50,2026-03-19T21:52:50,Vanguard Corrugated Box 20x20x20in,6,normal,closed,email
HD-01081,2025-07-17T18:35:44,,Titan Anti-Fog Goggles Wraparound,4,low,open,web
HD-01082,2025-11-28T18:08:52,2025-12-02T10:08:52,Titan Cat6 Ethernet Cable 16 AWG 500ft,1,high,closed,email
HD-01083,2026-05-10T14:10:43,2026-05-15T02:10:43,Titan Rocker Switch 20A,1,normal,closed,web
HD-01084,2025-10-20T18:46:09,,Titan IEC Power Connector 12-pos,4,normal,open,web
HD-01085,2026-02-12T18:24:26,,Titan Rocker Switch 20A,1,low,open,email
HD-01086,2026-04-26T14:23:44,2026-04-29T06:23:44,Titan Rocker Switch 20A,3,normal,closed,web
HD-01087,2026-05-20T10:47:53,2026-05-20T12:47:53,Sterling Pallet Wrap 18in 1500ft,2,high,closed,email
HD-01088,2026-01-25T08:02:58,2026-01-25T14:02:58,Vanguard Heavy-Duty Carton 20x20x20in,6,normal,closed,email
HD-01089,2025-10-29T12:24:05,2025-10-29T19:24:05,Titan Wood Pallet 48x40in,4,normal,closed,web
HD-01090,2025-12-23T16:59:40,2025-12-31T00:59:40,Titan Stretch Wrap 18in 1500ft,4,normal,closed,email
HD-01091,2025-09-26T09:20:59,,Meridian Heavy-Duty Carton 18x18x16in,1,normal,open,web
HD-01092,2025-07-22T13:17:15,2025-07-29T11:17:15,Titan Cat6 Ethernet Cable 16 AWG 500ft,2,normal,closed,phone
HD-01093,2026-01-28T09:24:30,2026-02-02T07:24:30,Vanguard Brass Ball Valve 1in,1,normal,closed,email
HD-01094,2025-11-30T08:07:08,2025-12-01T14:07:08,Sterling Shrink Film 2mil 10ft,6,normal,closed,phone
HD-01095,2025-10-04T09:53:21,2025-10-07T13:53:21,Sterling Self-Tapping Screw M5 x 25mm,2,normal,closed,phone
HD-01096,2025-07-31T09:46:12,2025-08-04T17:46:12,Titan Carriage Bolt 1/4in x 1in,1,low,closed,phone
HD-01097,2025-12-22T15:32:38,2025-12-30T20:32:38,Titan Rocker Switch 30A 2-pole,1,low,closed,web
HD-01098,2026-03-13T18:31:11,2026-03-20T15:31:11,Titan Rocker Switch 20A,2,low,closed,web
HD-01099,2026-02-20T13:58:05,2026-02-27T00:58:05,Titan Rocker Switch 20A,3,normal,closed,email
HD-01100,2026-03-07T12:46:33,2026-03-15T17:46:33,Vanguard Nestable Pallet 42x42in,4,high,closed,web
HD-01101,2026-02-21T13:25:42,,Titan Solenoid Valve 1in,2,normal,open,web
HD-01102,2026-05-20T14:02:23,2026-05-20T19:02:23,Titan Rocker Switch 20A,1,high,closed,phone
HD-01103,2025-06-20T13:20:45,2025-06-23T13:20:45,Atlas Machine Screw M4 x 20mm,1,low,closed,email
HD-01104,2026-03-16T11:57:22,2026-03-19T00:57:22,Titan Rocker Switch 20A,1,urgent,closed,web
HD-01105,2025-10-21T10:42:31,2025-10-23T03:42:31,Atlas Full Brim Hard Hat Class E,4,low,closed,email
HD-01106,2026-05-08T16:48:31,2026-05-17T21:48:31,Atlas Cat6 Ethernet Cable 12 AWG 100ft,2,low,closed,web
HD-01107,2026-02-13T12:58:21,2026-02-13T14:58:21,Titan Rocker Switch 20A,1,low,closed,email
HD-01108,2025-11-24T17:37:16,2025-11-28T01:37:16,Vanguard Suction Hose 3/4in x 12m,4,high,closed,web
HD-01109,2026-05-30T15:01:51,,Titan Solenoid Valve 1in,1,normal,open,web
HD-01110,2025-12-25T14:15:17,2025-12-28T04:15:17,Titan IEC Power Connector 12-pos,5,normal,closed,web
HD-01111,2025-08-03T17:28:45,2025-08-07T01:28:45,Vanguard Gasket Set FKM Viton,2,normal,closed,email
HD-01112,2026-02-24T15:26:42,,Titan Rocker Switch 20A,1,low,open,email
HD-01113,2025-09-29T15:02:55,2025-10-02T19:02:55,Sterling Nestable Pallet 1200x800mm,3,normal,closed,phone
HD-01114,2025-07-29T09:37:00,2025-07-30T23:37:00,,5,normal,closed,web
HD-01115,2025-07-11T12:54:27,2025-07-17T17:54:27,Vanguard SAE Hydraulic Hose 5/8in x 25m,1,normal,closed,email
HD-01116,2026-05-01T18:20:47,2026-05-10T03:20:47,Titan Solenoid Valve 1in,1,normal,closed,email
HD-01117,2026-05-29T13:23:39,2026-05-30T09:23:39,Titan Hydraulic Rod Seal Assorted 200pc,1,normal,closed,email
HD-01118,2026-04-14T11:54:46,2026-04-19T09:54:46,Sterling Safety Goggles Clear,3,high,closed,email
HD-01119,2026-04-27T13:50:41,2026-05-05T05:50:41,Titan Rocker Switch 20A,3,low,closed,email
HD-01120,2026-05-01T09:16:38,2026-05-09T02:16:38,Titan Rocker Switch 20A,1,urgent,closed,web
HD-01121,2026-03-30T10:20:54,,Titan Solenoid Valve 1in,4,high,open,phone
HD-01122,2026-02-23T10:49:01,2026-03-02T21:49:01,Titan IEC Power Connector 12-pos,2,normal,closed,phone
HD-01123,2025-10-26T14:16:15,2025-11-04T01:16:15,Titan Cat6 Ethernet Cable1 6 AWG 500ft,1,normal,closed,phone
HD-01124,2025-09-28T11:37:54,,Titan Toggle Switch 25A 3-pole,3,normal,open,email
HD-01125,2025-09-22T17:54:15,,Meridian Heavy-Duty Carton 18x18x16in,4,normal,open,email
HD-01126,2026-05-20T10:57:41,2026-05-26T22:57:41,Titan Solenoid Valve 1in,1,normal,closed,web
HD-01127,2025-12-12T16:57:56,,Vanguard Brass Ball Valve 3000 psi,4,low,open,phone
HD-01128,2026-05-27T09:33:27,2026-06-05T21:33:27,Tian Rocker Switch 20A,1,high,closed,email
HD-01129,2026-05-25T11:34:09,2026-06-01T23:34:09,Vanguard Flange Bolt M10 x 60mm,5,low,closed,email
HD-01130,2026-05-09T18:45:26,2026-05-12T13:45:26,Titan Rocker Switch 20A,3,low,closed,phone
HD-01131,2025-07-12T18:00:46,2025-07-16T15:00:46,Vanguard Coaxial Cable 305m Reel,4,normal,closed,email
HD-01132,2026-02-10T10:59:51,2026-02-13T19:59:51,Meridian Drop-In Anchor 3/8in x 3in,2,normal,closed,email
HD-01133,2025-07-02T16:40:22,2025-07-11T17:40:22,Titan RJ45 Connector 12-pos,4,normal,closed,email
HD-01134,2025-11-16T11:21:25,,Meridian O-Rng Kit FKM Viton,2,low,open,email
HD-01135,2026-03-12T08:01:01,2026-03-15T08:01:01,Titan SAE Hydraulic Hose 1/2in x 15m,2,normal,closed,email
HD-01136,2026-02-27T16:10:54,2026-03-09T01:10:54,Atlas Full Brim Hard Hat Class E,5,low,closed,web
HD-01137,2026-03-28T12:46:35,2026-04-06T09:46:35,Titan Solenoid Valve 1in,1,low,closed,email
HD-01138,2025-10-17T17:20:14,2025-10-17T19:20:14,Sterling THHN Wire 305m Reel,5,normal,closed,email
HD-01139,2026-05-23T09:57:40,2026-06-02T04:57:40,Atlas O-Ring Kit 45x65x10,3,normal,closed,phone
HD-01140,2025-12-16T14:20:20,2025-12-21T00:20:20,Sterling Socket Cap Screw M4 x 20mm,6,urgent,closed,phone
HD-01141,2026-05-12T13:39:48,2026-05-19T11:39:48,Titan Rocker Switch 20A,1,normal,closed,email
HD-01142,2025-10-19T15:19:56,2025-10-26T10:19:56,Vanguard Sleeve Anchor 1/2in x 4in,2,low,closed,web
HD-01143,2026-03-26T10:22:45,2026-03-27T17:22:45,Titan IEC Power Connector 12-pos,1,normal,closed,email
HD-01144,2026-05-05T16:40:32,2026-05-06T02:40:32,Titan ocker Switch 20A,4,normal,closed,phone
HD-01145,2026-03-29T16:56:41,2026-04-08T00:56:41,Sterling Stretch Warp 20in 5000ft,2,urgent,closed,phone
HD-01146,2026-04-18T11:12:26,2026-04-27T07:12:26,Atlas IEC Power Connector 4-pos,5,normal,closed,email
HD-01147,2026-01-18T10:05:39,,Titan Wood Pallet 42x42in,2,low,open,phone
HD-01148,2026-02-15T10:38:44,,,6,high,open,email
HD-01149,2026-02-19T09:19:46,2026-02-20T20:19:46,Titan Solenoid Valve 1in,3,normal,closed,email
HD-01150,2026-05-26T18:24:25,2026-06-05T01:24:25,Titan Soenoid Valve 1in,5,low,closed,web
HD-01151,2025-08-30T17:59:41,2025-09-02T08:59:41,Titan Stretch Wrap 18in 1500ft,1,high,closed,email
HD-01152,2025-08-03T16:27:48,,Atlas Hydraulic Check Valve 24V DC,6,urgent,open,email
HD-01153,2026-03-07T15:23:47,2026-03-11T17:23:47,Meridian Stringer Pallet Block 48x48in,1,normal,closed,email
HD-01154,2026-01-22T11:11:27,2026-01-23T21:11:27,Vanguard Coaxial Cable 305m Reel,2,normal,closed,email
HD-01155,2026-04-28T16:38:34,2026-05-01T09:38:34,,4,urgent,closed,web
HD-01156,2025-06-19T14:16:52,2025-06-20T02:16:52,Atlas O-Ring Kit 45x65x10,6,normal,closed,email
HD-01157,2026-05-15T14:17:03,2026-05-22T17:17:03,Atlas DIN Contactor 15A,2,high,closed,web
HD-01158,2026-05-27T18:23:31,2026-06-02T02:23:31,Titan Solenoid Valve 1in,1,high,closed,web
HD-01159,2025-07-14T14:40:15,2025-07-23T23:40:15,Meridian O-Ring Kit FKM Viton,3,low,closed,phone
HD-01160,2026-05-23T16:06:55,,Titan Roker Switch 20A,4,normal,open,email
HD-01161,2026-05-22T09:14:07,2026-05-25T18:14:07,Titan Solenoid Valve 1in,3,high,closed,email
HD-01162,2026-04-03T16:17:02,2026-04-13T03:17:02,Atlas Hydraulic Check Valve 24V DC,5,normal,closed,phone
HD-01163,2026-05-19T09:10:43,2026-05-26T15:10:43,Sterling Gate Valve 3/4in,4,high,closed,email
HD-01164,2025-11-07T11:09:24,2025-11-10T22:09:24,Vanguard IEC Power Connector 8-pin,6,low,closed,email
HD-01165,2026-05-16T09:30:51,2026-05-23T15:30:51,Titan Solenoid Valve 1in,2,high,closed,email
HD-01166,2026-04-11T15:09:53,2026-04-16T17:09:53,Sterling Safety Glasses Wraparound,2,high,closed,phone
HD-01167,2026-04-28T12:21:08,2026-05-06T01:21:08,Atlas Drp-In Anchor M8,5,high,closed,email
HD-01168,2026-01-16T09:30:55,,Atlas O-Ring Kit 45x65x10,3,normal,open,phone
HD-01169,2026-04-30T17:32:58,2026-05-02T17:32:58,AtlasRocker Switch 10A,4,normal,closed,email
HD-01170,2025-10-08T12:26:37,2025-10-18T04:26:37,Titan SAE Hydraulic Hose 1/2in x 15m,2,normal,closed,email
HD-01171,2026-05-14T18:38:13,2026-05-18T15:38:13,Sterling Gate Valve 3/4in,6,normal,closed,email
HD-01172,2026-04-14T12:36:09,,Titan Solenoid Valve 1in,1,urgent,open,email
HD-01173,2025-08-17T11:34:07,2025-08-24T11:34:07,Atlas Cat6 Ethernet Cable 305m Reel,6,high,closed,phone
HD-01174,2026-04-07T12:28:15,2026-04-08T17:28:15,Vanguard Self-Tapping Screw #8 x 1in,2,normal,closed,email
HD-01175,2025-11-05T11:51:52,2025-11-09T19:51:52,Titan THHN Wire 12 AWG 100ft,3,normal,closed,phone
HD-01176,2025-07-25T16:58:13,2025-07-26T03:58:13,Atlas Hydraulic Rod Seal PTFE 25pc,4,normal,closed,web
HD-01177,2025-06-19T17:42:20,2025-06-20T11:42:20,,5,normal,closed,email
HD-01178,2026-02-14T14:22:48,2026-02-21T16:22:48,Titan Cat6 Etherne Cable 16 AWG 500ft,5,normal,closed,phone
HD-01179,2026-03-29T08:31:26,,Titan Solenoid Valve 1in,3,low,open,phone
HD-01180,2026-02-18T17:56:15,2026-02-24T21:56:15,Titan Solenoid Valve 1in,1,normal,closed,email
HD-01181,2025-08-16T09:07:59,2025-08-21T09:07:59,Sterling Flange Bolt M12 x 80mm,3,normal,closed,email
HD-01182,2025-09-02T08:40:28,2025-09-03T13:40:28,Vanguard Self-Tapping Screw #8 x 1in,2,normal,closed,email
HD-01183,2025-10-19T18:43:32,,,1,urgent,open,email
HD-01184,2025-07-11T12:27:42,2025-07-17T08:27:42,Atlas Drop-In Ancho rM8,4,low,closed,email
HD-01185,2026-01-22T14:53:30,2026-01-31T03:53:30,Sterling Nestable aPllet 1200x800mm,1,high,closed,web
HD-01186,2026-03-25T15:17:39,2026-03-27T22:17:39,Titan Solenoid Valve1 in,3,normal,closed,web
HD-01187,2025-11-02T15:51:23,2025-11-11T18:51:23,Sterling Safety Goggles Clear,6,normal,closed,phone
HD-01188,2026-03-25T09:18:27,2026-04-02T20:18:27,Titan Solenoid Valve 1in,1,normal,closed,web
HD-01189,2026-05-17T13:54:08,2026-05-21T14:54:08,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-01190,2026-05-10T16:44:36,,Titan Solenoid Valve 1in,1,normal,open,web
HD-01191,2025-12-19T10:18:46,2025-12-23T14:18:46,Sterling THHN Wire3 05m Reel,4,high,closed,email
HD-01192,2025-07-23T18:55:09,2025-07-26T02:55:09,Vanguard Heavy-Duty Carton 20x20x20in,6,normal,closed,email
HD-01193,2025-10-24T08:33:16,2025-10-24T13:33:16,Vanguard Poly Sheeting 30in 2000ft,2,low,closed,web
HD-01194,2025-09-09T15:17:26,2025-09-11T14:17:26,Atlas Flange Bolt M6 x 30mm,1,high,closed,email
HD-01195,2026-05-24T11:13:08,,Titan Solenoid Valve 1in,4,high,open,email
HD-01196,2025-08-23T15:40:01,2025-09-02T11:40:01,Meridian Cut-Resistant Gloves Pair (XL),2,normal,closed,web
HD-01197,2026-03-12T16:03:23,2026-03-22T13:03:23,Titan Solenoid Valve 1in,1,normal,closed,email
HD-01198,2025-10-07T11:03:54,2025-10-07T19:03:54,Vanguard Hydraulic Rod Seal 45x65x10,1,normal,closed,email
HD-01199,2026-05-31T10:40:44,2026-06-06T18:40:44,Vanguard Hydraulic Rod Seal 45x65x10,4,low,closed,phone
HD-01200,2025-08-25T18:28:18,2025-08-29T07:28:18,Atlas Cat6 Ethernet Cable 12 AWG 100ft,6,low,closed,web
HD-01201,2025-12-30T18:23:11,2025-12-30T22:23:11,Vanguard Hydraulic Rod Seal 45x65x10,5,normal,closed,web
HD-01202,2026-05-22T16:24:43,2026-05-27T01:24:43,Atlas Shaft Seal 35x52x7,4,high,closed,email
