ReturnId,ReturnDateKey,SalesOrderLineId,OrderId,SKU,MarketId,CustomerId,ReasonKey,QtyReturned,RefundAmountUSD
RMA-001126,20251229,45340,SO-0025279,SKU-0022,M02,C011,5,1,43.32
RMA-001127,20260308,45377,SO-0027871,SKU-0022,M02,C009,2,2,111.42
RMA-001128,20260501,45410,SO-0030404,SKU-0022,M02,C008,4,1,57.48
RMA-001129,20260606,45437,SO-0032230,SKU-0022,M02,C007,4,1,57.17
RMA-001130,20240719,45455,SO-0001131,SKU-0022,M03,C012,1,2,107.78
RMA-001131,20240812,45469,SO-0002430,SKU-0022,M03,C014,2,1,55.54
RMA-001132,20241123,45519,SO-0007071,SKU-0022,M03,C014,1,1,55.22
RMA-001133,20260119,45747,SO-0025777,SKU-0022,M03,C016,5,1,44.74
RMA-001134,20240722,45829,SO-0001093,SKU-0022,M04,C019,1,1,52.08
RMA-001135,20240926,45868,SO-0004358,SKU-0022,M04,C021,5,1,52.25
RMA-001136,20241223,45924,SO-0007882,SKU-0022,M04,C017,4,2,112.46
RMA-001137,20241230,45931,SO-0008197,SKU-0022,M04,C019,1,1,54.6
RMA-001138,20250204,45965,SO-0010124,SKU-0022,M04,C017,1,1,54.15
RMA-001139,20250512,46033,SO-0014455,SKU-0022,M04,C022,3,1,43.17
RMA-001140,20250611,46058,SO-0016194,SKU-0022,M04,C020,4,1,52.58
RMA-001141,20250620,46062,SO-0016592,SKU-0022,M04,C017,1,1,56.85
RMA-001142,20260221,46249,SO-0027972,SKU-0022,M04,C021,4,1,51.47
RMA-001143,20260406,46262,SO-0028949,SKU-0022,M04,C021,1,1,53.4
RMA-001144,20260503,46280,SO-0030151,SKU-0022,M04,C021,3,2,105.22
RMA-001145,20240708,46317,SO-0000876,SKU-0022,M05,C026,1,1,54.15
RMA-001146,20240718,46323,SO-0001502,SKU-0022,M05,C026,4,1,56.13
RMA-001147,20240826,46346,SO-0003603,SKU-0022,M05,C027,1,1,46.08
RMA-001148,20241109,46373,SO-0006052,SKU-0022,M05,C023,1,1,55.06
RMA-001149,20241227,46407,SO-0008246,SKU-0022,M05,C024,4,1,58.2
RMA-001150,20250207,46430,SO-0010086,SKU-0022,M05,C024,4,1,55.23
RMA-001151,20250324,46459,SO-0012448,SKU-0022,M05,C024,5,1,57.58
RMA-001152,20251102,46569,SO-0022465,SKU-0022,M05,C025,1,1,56.72
RMA-001153,20251114,46570,SO-0022512,SKU-0022,M05,C027,2,1,43.31
RMA-001154,20251116,46583,SO-0023451,SKU-0022,M05,C026,3,2,109.48
RMA-001155,20251223,46604,SO-0024482,SKU-0022,M05,C023,2,1,56.41
RMA-001156,20260415,46664,SO-0030288,SKU-0022,M05,C024,4,1,57.84
RMA-001157,20240708,46703,SO-0001012,SKU-0022,M06,C028,1,1,57.64
RMA-001158,20240920,46739,SO-0003649,SKU-0022,M06,C028,2,1,56.82
RMA-001159,20240912,46743,SO-0003919,SKU-0022,M06,C029,3,1,57.45
RMA-001160,20251007,46983,SO-0020810,SKU-0022,M06,C032,4,1,49.97
RMA-001161,20251030,46999,SO-0022516,SKU-0022,M06,C031,1,1,53.72
RMA-001162,20251212,47031,SO-0024083,SKU-0022,M06,C029,5,2,112.0
RMA-001163,20260316,47096,SO-0028690,SKU-0022,M06,C028,3,2,112.86
RMA-001164,20260519,47120,SO-0030916,SKU-0022,M06,C028,4,2,111.34
RMA-001165,20260523,47124,SO-0031186,SKU-0022,M06,C031,4,1,53.72
RMA-001166,20240922,47212,SO-0004638,SKU-0022,M07,C034,4,1,56.51
RMA-001167,20241129,47244,SO-0007047,SKU-0022,M07,C035,1,1,54.33
RMA-001168,20241126,47253,SO-0007453,SKU-0022,M07,C036,1,1,57.37
RMA-001169,20241215,47270,SO-0008212,SKU-0022,M07,C034,1,2,114.2
RMA-001170,20250719,47384,SO-0017146,SKU-0022,M07,C035,1,1,56.18
RMA-001171,20250811,47409,SO-0018621,SKU-0022,M07,C035,1,2,113.26
RMA-001172,20250916,47426,SO-0020009,SKU-0022,M07,C036,5,1,57.05
RMA-001173,20251015,47458,SO-0022029,SKU-0022,M07,C038,4,2,86.98
RMA-001174,20251104,47476,SO-0023102,SKU-0022,M07,C036,4,2,111.22
RMA-001175,20251122,47481,SO-0023371,SKU-0022,M07,C035,3,2,109.6
RMA-001176,20251202,47485,SO-0023549,SKU-0022,M07,C034,4,1,56.52
RMA-001177,20251201,47498,SO-0024179,SKU-0022,M07,C035,1,2,110.16
RMA-001178,20260603,47591,SO-0031677,SKU-0022,M07,C034,3,1,54.69
RMA-001179,20240730,47628,SO-0001609,SKU-0022,M08,C044,5,1,45.81
RMA-001180,20241004,47669,SO-0004692,SKU-0022,M08,C043,3,1,53.73
RMA-001181,20241208,47700,SO-0007502,SKU-0022,M08,C040,1,1,54.45
RMA-001182,20241212,47701,SO-0007551,SKU-0022,M08,C044,4,1,44.71
RMA-001183,20250418,47775,SO-0014074,SKU-0022,M08,C044,1,1,44.66
RMA-001184,20250529,47794,SO-0015901,SKU-0022,M08,C039,1,1,57.59
RMA-001185,20251030,47875,SO-0022703,SKU-0022,M08,C039,4,2,109.6
RMA-001186,20251214,47905,SO-0024367,SKU-0022,M08,C043,1,1,53.63
RMA-001187,20260417,47956,SO-0029412,SKU-0022,M08,C039,1,1,54.33
RMA-001188,20240802,48031,SO-0002063,SKU-0023,M01,C005,2,1,110.46
RMA-001189,20241118,48126,SO-0006346,SKU-0023,M01,C005,4,1,115.42
RMA-001190,20250117,48190,SO-0009257,SKU-0023,M01,C003,3,2,246.62
RMA-001191,20250331,48271,SO-0012958,SKU-0023,M01,C001,1,1,119.73
RMA-001192,20250424,48293,SO-0013992,SKU-0023,M01,C006,1,1,94.32
RMA-001193,20250824,48418,SO-0019752,SKU-0023,M01,C002,2,1,117.98
RMA-001194,20251223,48527,SO-0024640,SKU-0023,M01,C001,2,2,249.2
RMA-001195,20260130,48567,SO-0026481,SKU-0023,M01,C005,1,1,113.84
RMA-001196,20260306,48597,SO-0027867,SKU-0023,M01,C005,4,2,228.94
RMA-001197,20260505,48662,SO-0030845,SKU-0023,M01,C002,3,2,239.64
RMA-001198,20260531,48673,SO-0031332,SKU-0023,M01,C002,4,1,120.61
RMA-001199,20260617,48697,SO-0032404,SKU-0023,M01,C002,4,2,246.16
RMA-001200,20240713,48735,SO-0001573,SKU-0023,M02,C008,2,1,120.82
RMA-001201,20240815,48751,SO-0002333,SKU-0023,M02,C007,4,2,245.54
RMA-001202,20240929,48801,SO-0004566,SKU-0023,M02,C007,1,1,121.9
RMA-001203,20241019,48821,SO-0005499,SKU-0023,M02,C007,5,1,121.93
RMA-001204,20241022,48833,SO-0006037,SKU-0023,M02,C008,2,2,248.06
RMA-001205,20250104,48888,SO-0008548,SKU-0023,M02,C011,3,2,193.8
RMA-001206,20250101,48898,SO-0008991,SKU-0023,M02,C007,1,1,123.89
RMA-001207,20250307,48949,SO-0011411,SKU-0023,M02,C011,2,1,94.38
RMA-001208,20250309,48970,SO-0012342,SKU-0023,M02,C008,1,1,126.8
RMA-001209,20250323,48971,SO-0012387,SKU-0023,M02,C008,1,2,245.26
RMA-001210,20250324,48976,SO-0012611,SKU-0023,M02,C011,4,1,97.74
RMA-001211,20250619,49064,SO-0016675,SKU-0023,M02,C010,2,1,117.34
RMA-001212,20250720,49081,SO-0017431,SKU-0023,M02,C007,2,1,126.11
RMA-001213,20250728,49092,SO-0017926,SKU-0023,M02,C008,1,2,245.42
RMA-001214,20250828,49114,SO-0018907,SKU-0023,M02,C010,4,1,119.65
RMA-001215,20250829,49116,SO-0018993,SKU-0023,M02,C007,2,2,245.86
RMA-001216,20250821,49124,SO-0019352,SKU-0023,M02,C007,2,1,125.73
RMA-001217,20251127,49220,SO-0023703,SKU-0023,M02,C008,1,1,122.58
RMA-001218,20251216,49226,SO-0023974,SKU-0023,M02,C010,1,2,224.28
RMA-001219,20251208,49236,SO-0024422,SKU-0023,M02,C008,5,1,124.55
RMA-001220,20260216,49299,SO-0027290,SKU-0023,M02,C007,1,1,120.7
RMA-001221,20260225,49304,SO-0027512,SKU-0023,M02,C007,4,1,124.02
RMA-001222,20260316,49332,SO-0028804,SKU-0023,M02,C008,5,2,247.86
RMA-001223,20260401,49347,SO-0029471,SKU-0023,M02,C008,1,2,256.4
RMA-001224,20260413,49361,SO-0030093,SKU-0023,M02,C008,3,2,243.62
RMA-001225,20260504,49379,SO-0031032,SKU-0023,M02,C010,4,1,114.88
RMA-001226,20260602,49387,SO-0031382,SKU-0023,M02,C008,4,2,246.76
RMA-001227,20241104,49525,SO-0005997,SKU-0023,M03,C012,4,2,231.76
RMA-001228,20250121,49600,SO-0009626,SKU-0023,M03,C013,2,1,123.75
RMA-001229,20250207,49605,SO-0009941,SKU-0023,M03,C013,4,2,239.84
RMA-001230,20250306,49631,SO-0011323,SKU-0023,M03,C012,5,2,235.28
RMA-001231,20250412,49658,SO-0012747,SKU-0023,M03,C013,1,2,248.34
RMA-001232,20250406,49670,SO-0013283,SKU-0023,M03,C013,5,1,116.65
RMA-001233,20250520,49689,SO-0014445,SKU-0023,M03,C012,3,1,115.94
RMA-001234,20250523,49697,SO-0014894,SKU-0023,M03,C014,4,2,242.58
RMA-001235,20250914,49803,SO-0020119,SKU-0023,M03,C013,3,1,121.66
RMA-001236,20250923,49816,SO-0020745,SKU-0023,M03,C012,5,2,242.38
RMA-001237,20251012,49843,SO-0022048,SKU-0023,M03,C012,2,1,114.71
RMA-001238,20251029,49848,SO-0022275,SKU-0023,M03,C015,3,1,120.74
RMA-001239,20260304,49953,SO-0027341,SKU-0023,M03,C013,5,2,241.98
RMA-001240,20260307,49972,SO-0028454,SKU-0023,M03,C013,3,1,123.23
RMA-001241,20260509,50017,SO-0030904,SKU-0023,M03,C016,3,1,95.68
RMA-001242,20260612,50038,SO-0032101,SKU-0023,M03,C012,2,1,114.62
RMA-001243,20260605,50041,SO-0032239,SKU-0023,M03,C016,1,1,97.27
RMA-001244,20240621,50062,SO-0000643,SKU-0023,M04,C017,4,2,239.06
RMA-001245,20240917,50133,SO-0003912,SKU-0023,M04,C022,3,2,190.98
RMA-001246,20241015,50152,SO-0004756,SKU-0023,M04,C017,4,1,120.52
RMA-001247,20250201,50269,SO-0010035,SKU-0023,M04,C017,1,1,124.18
RMA-001248,20250209,50277,SO-0010397,SKU-0023,M04,C021,5,2,236.54
RMA-001249,20250211,50280,SO-0010530,SKU-0023,M04,C021,4,2,234.42
RMA-001250,20250303,50294,SO-0011154,SKU-0023,M04,C020,1,2,225.36
RMA-001251,20250317,50314,SO-0012131,SKU-0023,M04,C020,2,2,244.92
RMA-001252,20250430,50360,SO-0014277,SKU-0023,M04,C022,1,1,98.23
RMA-001253,20250607,50386,SO-0015525,SKU-0023,M04,C020,2,1,117.57
RMA-001254,20250704,50428,SO-0017489,SKU-0023,M04,C020,1,1,118.21
RMA-001255,20250711,50435,SO-0017803,SKU-0023,M04,C020,2,2,228.94
RMA-001256,20250916,50482,SO-0019990,SKU-0023,M04,C017,4,2,246.74
RMA-001257,20250913,50489,SO-0020303,SKU-0023,M04,C017,1,1,125.44
RMA-001258,20251005,50505,SO-0021025,SKU-0023,M04,C022,5,2,188.36
RMA-001259,20260224,50636,SO-0027032,SKU-0023,M04,C018,1,1,124.55
RMA-001260,20260226,50652,SO-0027836,SKU-0023,M04,C019,2,2,234.0
RMA-001261,20260421,50706,SO-0030329,SKU-0023,M04,C021,4,2,235.46
RMA-001262,20260516,50727,SO-0031258,SKU-0023,M04,C017,5,1,121.67
RMA-001263,20260615,50751,SO-0032375,SKU-0023,M04,C018,5,2,249.94
RMA-001264,20241001,50847,SO-0004673,SKU-0023,M05,C024,1,2,250.3
RMA-001265,20241025,50866,SO-0005694,SKU-0023,M05,C023,1,1,122.35
RMA-001266,20250409,51013,SO-0013069,SKU-0023,M05,C023,1,2,242.94
RMA-001267,20250423,51033,SO-0014058,SKU-0023,M05,C027,4,2,187.28
RMA-001268,20250627,51079,SO-0016330,SKU-0023,M05,C023,2,2,239.52
RMA-001269,20250622,51087,SO-0016692,SKU-0023,M05,C027,4,2,202.04
RMA-001270,20250724,51110,SO-0017762,SKU-0023,M05,C024,3,2,242.98
RMA-001271,20251127,51232,SO-0023901,SKU-0023,M05,C026,4,2,250.12
RMA-001272,20260113,51265,SO-0025380,SKU-0023,M05,C023,4,1,119.82
RMA-001273,20260131,51292,SO-0026637,SKU-0023,M05,C026,1,1,121.21
RMA-001274,20260303,51321,SO-0028064,SKU-0023,M05,C025,3,2,238.24
RMA-001275,20260426,51373,SO-0030734,SKU-0023,M05,C025,1,2,243.56
RMA-001276,20260509,51382,SO-0031179,SKU-0023,M05,C024,4,1,129.1
RMA-001277,20240731,51449,SO-0001727,SKU-0023,M06,C028,2,1,121.75
RMA-001278,20240829,51484,SO-0003296,SKU-0023,M06,C032,4,2,234.04
RMA-001279,20241105,51548,SO-0006190,SKU-0023,M06,C029,1,2,243.64
RMA-001280,20250116,51625,SO-0009686,SKU-0023,M06,C028,3,1,123.89
RMA-001281,20250114,51628,SO-0009826,SKU-0023,M06,C033,5,1,96.48
RMA-001282,20250210,51640,SO-0010405,SKU-0023,M06,C029,5,2,246.4
RMA-001283,20250519,51727,SO-0014686,SKU-0023,M06,C029,2,2,245.82
RMA-001284,20250604,51741,SO-0015354,SKU-0023,M06,C029,5,1,123.37
RMA-001285,20250608,51749,SO-0015760,SKU-0023,M06,C033,1,2,201.46
RMA-001286,20250714,51777,SO-0017098,SKU-0023,M06,C032,5,1,114.36
RMA-001287,20260313,52016,SO-0028250,SKU-0023,M06,C033,4,1,94.85
RMA-001288,20260315,52031,SO-0028915,SKU-0023,M06,C031,5,2,235.42
RMA-001289,20260411,52034,SO-0029050,SKU-0023,M06,C032,1,1,115.71
RMA-001290,20240920,52212,SO-0004777,SKU-0023,M07,C038,1,2,193.08
RMA-001291,20241014,52215,SO-0004908,SKU-0023,M07,C035,3,2,238.62
RMA-001292,20241025,52224,SO-0005347,SKU-0023,M07,C034,2,2,246.7
RMA-001293,20241018,52228,SO-0005528,SKU-0023,M07,C036,4,1,126.92
RMA-001294,20241228,52283,SO-0008079,SKU-0023,M07,C036,1,1,120.89
RMA-001295,20250114,52322,SO-0009873,SKU-0023,M07,C035,2,1,123.02
RMA-001296,20250406,52379,SO-0012723,SKU-0023,M07,C034,3,2,250.18
RMA-001297,20250919,52537,SO-0020011,SKU-0023,M07,C038,4,1,96.11
RMA-001298,20251002,52572,SO-0021577,SKU-0023,M07,C036,3,2,239.82
RMA-001299,20251030,52591,SO-0022431,SKU-0023,M07,C036,4,1,125.56
RMA-001300,20251109,52595,SO-0022657,SKU-0023,M07,C038,1,1,97.64
RMA-001301,20251202,52627,SO-0024137,SKU-0023,M07,C038,5,1,97.38
RMA-001302,20260201,52690,SO-0026960,SKU-0023,M07,C035,1,1,121.07
RMA-001303,20260220,52693,SO-0027094,SKU-0023,M07,C035,4,1,125.5
RMA-001304,20260223,52696,SO-0027274,SKU-0023,M07,C036,5,2,243.54
RMA-001305,20260427,52768,SO-0030746,SKU-0023,M07,C037,3,2,230.86
RMA-001306,20240617,52816,SO-0000396,SKU-0023,M08,C039,4,2,240.34
RMA-001307,20240624,52818,SO-0000530,SKU-0023,M08,C039,3,2,250.54
RMA-001308,20240817,52868,SO-0003084,SKU-0023,M08,C043,2,1,115.37
RMA-001309,20240901,52869,SO-0003126,SKU-0023,M08,C040,1,1,124.87
RMA-001310,20250108,52988,SO-0008713,SKU-0023,M08,C042,4,2,245.92
RMA-001311,20250112,52992,SO-0008894,SKU-0023,M08,C044,4,2,189.82
RMA-001312,20250409,53069,SO-0012775,SKU-0023,M08,C041,5,2,248.54
RMA-001313,20250422,53084,SO-0013626,SKU-0023,M08,C044,3,1,99.42
RMA-001314,20250904,53193,SO-0019250,SKU-0023,M08,C039,4,1,121.71
RMA-001315,20251028,53258,SO-0022439,SKU-0023,M08,C044,4,1,97.56
RMA-001316,20260221,53366,SO-0027723,SKU-0023,M08,C040,5,2,238.62
RMA-001317,20260413,53410,SO-0030084,SKU-0023,M08,C044,4,2,198.94
RMA-001318,20260418,53411,SO-0030125,SKU-0023,M08,C040,1,1,124.06
RMA-001319,20260508,53417,SO-0030528,SKU-0023,M08,C042,2,1,124.28
RMA-001320,20260608,53444,SO-0031774,SKU-0023,M08,C043,2,1,114.85
RMA-001321,20250703,53601,SO-0017078,SKU-0024,M02,C011,2,1,73.79
RMA-001322,20260210,53646,SO-0027026,SKU-0024,M02,C011,4,1,73.62
RMA-001323,20251003,53734,SO-0021250,SKU-0024,M04,C022,4,1,73.27
RMA-001324,20251213,53742,SO-0024481,SKU-0024,M04,C022,1,2,150.48
RMA-001325,20251027,53854,SO-0022738,SKU-0024,M06,C029,3,1,93.17
RMA-001326,20241225,53950,SO-0008623,SKU-0024,M08,C041,2,1,98.88
RMA-001327,20260408,53984,SO-0030035,SKU-0024,M08,C040,2,1,90.75
RMA-001328,20240701,53996,SO-0000447,SKU-0025,M01,C001,1,1,467.46
RMA-001329,20240711,54002,SO-0000856,SKU-0025,M01,C006,3,1,386.96
RMA-001330,20240714,54010,SO-0001349,SKU-0025,M01,C006,4,2,734.08
RMA-001331,20240818,54031,SO-0002599,SKU-0025,M01,C005,1,1,440.39
RMA-001332,20241017,54077,SO-0005232,SKU-0025,M01,C006,3,1,375.57
RMA-001333,20241017,54087,SO-0005763,SKU-0025,M01,C002,4,2,955.4
RMA-001334,20241108,54090,SO-0005902,SKU-0025,M01,C006,4,1,362.15
RMA-001335,20241117,54100,SO-0006522,SKU-0025,M01,C003,3,1,463.59
RMA-001336,20241124,54106,SO-0006882,SKU-0025,M01,C005,1,1,458.19
RMA-001337,20250325,54203,SO-0012561,SKU-0025,M01,C004,4,1,485.45
RMA-001338,20250701,54270,SO-0016716,SKU-0025,M01,C006,1,1,378.81
RMA-001339,20250708,54285,SO-0017609,SKU-0025,M01,C005,1,1,449.19
RMA-001340,20250719,54295,SO-0018099,SKU-0025,M01,C001,5,1,478.41
RMA-001341,20250804,54308,SO-0018812,SKU-0025,M01,C005,4,1,454.62
RMA-001342,20260206,54436,SO-0026300,SKU-0025,M01,C003,1,2,949.16
RMA-001343,20260225,54454,SO-0027688,SKU-0025,M01,C005,1,1,452.81
RMA-001344,20260328,54482,SO-0029333,SKU-0025,M01,C005,1,1,447.45
RMA-001345,20240913,54599,SO-0003812,SKU-0025,M02,C011,1,1,373.01
RMA-001346,20250506,54776,SO-0014933,SKU-0025,M02,C009,4,1,467.24
RMA-001347,20250614,54800,SO-0016449,SKU-0025,M02,C007,2,2,963.9
RMA-001348,20251110,54898,SO-0022585,SKU-0025,M02,C011,4,1,379.17
RMA-001349,20260119,54955,SO-0025679,SKU-0025,M02,C007,4,1,470.75
RMA-001350,20260205,54964,SO-0026171,SKU-0025,M02,C007,2,1,484.78
RMA-001351,20260302,54987,SO-0027780,SKU-0025,M02,C008,4,2,938.82
RMA-001352,20260312,55000,SO-0028538,SKU-0025,M02,C008,1,1,479.43
RMA-001353,20260426,55023,SO-0030183,SKU-0025,M02,C008,5,1,482.0
RMA-001354,20240806,55072,SO-0001622,SKU-0025,M03,C012,1,1,443.75
RMA-001355,20240728,55074,SO-0001713,SKU-0025,M03,C014,2,1,470.35
RMA-001356,20241216,55137,SO-0007742,SKU-0025,M03,C012,2,1,452.03
RMA-001357,20250502,55214,SO-0014761,SKU-0025,M03,C014,2,1,468.84
RMA-001358,20251028,55283,SO-0022097,SKU-0025,M03,C016,2,2,757.68
RMA-001359,20260119,55332,SO-0025595,SKU-0025,M03,C013,5,1,467.83
RMA-001360,20260410,55361,SO-0029344,SKU-0025,M03,C016,3,1,373.08
RMA-001361,20260603,55381,SO-0031700,SKU-0025,M03,C012,3,2,882.68
RMA-001362,20240622,55399,SO-0000553,SKU-0025,M04,C017,2,1,467.04
RMA-001363,20240923,55467,SO-0004488,SKU-0025,M04,C017,3,1,463.73
RMA-001364,20241013,55472,SO-0004759,SKU-0025,M04,C020,3,1,448.54
RMA-001365,20241209,55514,SO-0007527,SKU-0025,M04,C020,5,1,444.77
RMA-001366,20250329,55597,SO-0013111,SKU-0025,M04,C020,4,1,457.32
RMA-001367,20250418,55612,SO-0013915,SKU-0025,M04,C018,1,1,490.6
RMA-001368,20250823,55686,SO-0019052,SKU-0025,M04,C021,4,1,443.28
RMA-001369,20250907,55701,SO-0020216,SKU-0025,M04,C020,3,1,444.49
RMA-001370,20251109,55744,SO-0023263,SKU-0025,M04,C017,4,1,467.99
RMA-001371,20260201,55799,SO-0026270,SKU-0025,M04,C018,5,1,461.81
RMA-001372,20260417,55838,SO-0029435,SKU-0025,M04,C017,2,1,478.39
RMA-001373,20240618,55883,SO-0000159,SKU-0025,M05,C024,5,2,957.36
RMA-001374,20241108,55945,SO-0005965,SKU-0025,M05,C025,1,2,982.82
RMA-001375,20251022,56138,SO-0022194,SKU-0025,M05,C024,1,1,468.86
RMA-001376,20260315,56218,SO-0028376,SKU-0025,M05,C025,2,1,471.62
RMA-001377,20260530,56254,SO-0031934,SKU-0025,M05,C024,4,1,463.87
RMA-001378,20240623,56273,SO-0000788,SKU-0025,M06,C028,5,1,456.09
RMA-001379,20240903,56317,SO-0003962,SKU-0025,M06,C028,1,1,468.27
RMA-001380,20241109,56354,SO-0006373,SKU-0025,M06,C032,1,2,903.1
RMA-001381,20241123,56357,SO-0006508,SKU-0025,M06,C033,4,1,371.76
RMA-001382,20241206,56393,SO-0008208,SKU-0025,M06,C030,5,1,468.82
RMA-001383,20250305,56442,SO-0011790,SKU-0025,M06,C030,4,1,464.62
RMA-001384,20250524,56481,SO-0014909,SKU-0025,M06,C029,3,1,476.94
RMA-001385,20250629,56519,SO-0017231,SKU-0025,M06,C030,1,1,461.86
RMA-001386,20250822,56549,SO-0019422,SKU-0025,M06,C032,1,1,436.06
RMA-001387,20250903,56556,SO-0020006,SKU-0025,M06,C033,1,1,381.03
RMA-001388,20251109,56585,SO-0022471,SKU-0025,M06,C031,5,1,449.01
RMA-001389,20260428,56706,SO-0030202,SKU-0025,M06,C028,5,2,961.24
RMA-001390,20260529,56724,SO-0031493,SKU-0025,M06,C030,4,1,475.02
RMA-001391,20260616,56733,SO-0032030,SKU-0025,M06,C030,4,2,949.62
RMA-001392,20240618,56741,SO-0000080,SKU-0025,M07,C035,5,1,480.12
RMA-001393,20240927,56797,SO-0004194,SKU-0025,M07,C036,2,1,467.97
RMA-001394,20240930,56801,SO-0004508,SKU-0025,M07,C037,1,1,457.97
RMA-001395,20250320,56917,SO-0011750,SKU-0025,M07,C035,5,2,964.58
RMA-001396,20250526,56964,SO-0015004,SKU-0025,M07,C035,3,1,454.69
RMA-001397,20250518,56968,SO-0015452,SKU-0025,M07,C037,4,2,911.04
RMA-001398,20250620,56977,SO-0016030,SKU-0025,M07,C034,4,1,465.43
RMA-001399,20250622,56978,SO-0016077,SKU-0025,M07,C037,3,1,445.59
RMA-001400,20250625,56989,SO-0016789,SKU-0025,M07,C034,4,1,471.12
RMA-001401,20250709,57004,SO-0017820,SKU-0025,M07,C037,1,1,444.76
RMA-001402,20251201,57094,SO-0023596,SKU-0025,M07,C036,2,2,936.0
RMA-001403,20260205,57147,SO-0026693,SKU-0025,M07,C037,2,1,452.79
RMA-001404,20260624,57229,SO-0032528,SKU-0025,M07,C036,1,2,929.52
RMA-001405,20241125,57308,SO-0006964,SKU-0025,M08,C042,5,2,946.98
RMA-001406,20241214,57326,SO-0008039,SKU-0025,M08,C040,2,1,462.11
RMA-001407,20241214,57332,SO-0008491,SKU-0025,M08,C044,4,1,356.11
RMA-001408,20250105,57340,SO-0008936,SKU-0025,M08,C042,4,1,492.81
RMA-001409,20250303,57363,SO-0011044,SKU-0025,M08,C043,4,1,445.74
RMA-001410,20250831,57454,SO-0019344,SKU-0025,M08,C044,2,2,745.88
RMA-001411,20260104,57534,SO-0025622,SKU-0025,M08,C040,4,1,487.05
RMA-001412,20260329,57560,SO-0028879,SKU-0025,M08,C040,5,1,479.74
RMA-001413,20240716,57614,SO-0001349,SKU-0026,M01,C006,1,1,209.89
RMA-001414,20241123,57703,SO-0007463,SKU-0026,M01,C001,2,1,257.29
RMA-001415,20241219,57720,SO-0008406,SKU-0026,M01,C004,1,1,266.02
RMA-001416,20250412,57795,SO-0013361,SKU-0026,M01,C001,1,1,274.58
RMA-001417,20250621,57830,SO-0015957,SKU-0026,M01,C005,4,1,250.81
RMA-001418,20250704,57846,SO-0017291,SKU-0026,M01,C001,2,1,266.94
RMA-001419,20250826,57883,SO-0019301,SKU-0026,M01,C001,4,2,535.3
RMA-001420,20251113,57933,SO-0022939,SKU-0026,M01,C006,4,1,204.23
RMA-001421,20251226,57958,SO-0024284,SKU-0026,M01,C005,1,2,506.42
RMA-001422,20260421,58032,SO-0030135,SKU-0026,M01,C005,5,1,252.08
RMA-001423,20260529,58059,SO-0031826,SKU-0026,M01,C005,1,1,248.04
RMA-001424,20260603,58066,SO-0032358,SKU-0026,M01,C001,4,1,265.55
RMA-001425,20240701,58079,SO-0000992,SKU-0026,M02,C008,5,2,535.18
RMA-001426,20240726,58095,SO-0002156,SKU-0026,M02,C008,5,1,260.57
RMA-001427,20240827,58102,SO-0002559,SKU-0026,M02,C010,3,1,252.22
RMA-001428,20241104,58153,SO-0006217,SKU-0026,M02,C011,2,1,201.32
RMA-001429,20250227,58219,SO-0010874,SKU-0026,M02,C007,1,1,267.6
RMA-001430,20250302,58230,SO-0012067,SKU-0026,M02,C045,3,1,211.26
RMA-001431,20250713,58289,SO-0017075,SKU-0026,M02,C008,2,1,263.43
RMA-001432,20250927,58329,SO-0020297,SKU-0026,M02,C011,2,1,212.61
RMA-001433,20251120,58377,SO-0023388,SKU-0026,M02,C008,3,1,260.46
RMA-001434,20260305,58444,SO-0027870,SKU-0026,M02,C008,1,1,264.48
RMA-001435,20260419,58477,SO-0030315,SKU-0026,M02,C007,2,1,260.86
RMA-001436,20260508,58480,SO-0030497,SKU-0026,M02,C011,4,1,209.94
RMA-001437,20241212,58569,SO-0008238,SKU-0026,M03,C016,3,1,213.05
RMA-001438,20250104,58570,SO-0008460,SKU-0026,M03,C013,2,2,542.48
RMA-001439,20250320,58597,SO-0011727,SKU-0026,M03,C012,4,1,253.45
RMA-001440,20250325,58603,SO-0013017,SKU-0026,M03,C016,3,1,205.81
RMA-001441,20250615,58619,SO-0015696,SKU-0026,M03,C013,4,1,267.29
RMA-001442,20251101,58676,SO-0022093,SKU-0026,M03,C012,1,1,252.15
RMA-001443,20251222,58709,SO-0024922,SKU-0026,M03,C013,2,1,269.11
RMA-001444,20240802,58775,SO-0001542,SKU-0026,M04,C021,3,1,244.09
RMA-001445,20240925,58812,SO-0004939,SKU-0026,M04,C022,4,1,214.13
RMA-001446,20241027,58821,SO-0005693,SKU-0026,M04,C022,5,1,215.67
RMA-001447,20241120,58831,SO-0006676,SKU-0026,M04,C022,5,1,214.09
RMA-001448,20250501,58935,SO-0014497,SKU-0026,M04,C019,1,1,248.99
RMA-001449,20250816,58992,SO-0018560,SKU-0026,M04,C019,1,1,251.64
RMA-001450,20250906,59015,SO-0020306,SKU-0026,M04,C020,2,1,240.55
RMA-001451,20251014,59026,SO-0021292,SKU-0026,M04,C020,3,1,244.6
RMA-001452,20251101,59044,SO-0022731,SKU-0026,M04,C022,1,1,216.19
RMA-001453,20260114,59083,SO-0025240,SKU-0026,M04,C017,1,1,259.14
RMA-001454,20260415,59136,SO-0029879,SKU-0026,M04,C017,5,1,269.7
RMA-001455,20240719,59175,SO-0001412,SKU-0026,M05,C025,1,2,510.74
RMA-001456,20240816,59187,SO-0002796,SKU-0026,M05,C024,5,1,269.73
